title_norm,label_1,level_2
مسئول کارگاه برق و الکترونیک,1,13
مدیراموربهره برداری,1,13
مدیرامورزراعت,1,13
معاون مدیر کل راهبری و نظارت بر حمل و نقل و ترافیک,1,13
معاون اداره مالی واداری,1,12
وزیر امور اقتصادی و دارایی,1,11
اداره امورمالی و اموال اداره کل راه اهن جنوب معاون اداره هزینه,1,12
رییس گروه اماروفناوری اطلاعات,1,13
رئیس اداره طرح های توسعه شهری و معماری,1,13
سرپرست روابط عمومی,1,12
رئیس حفاظت,1,12
مسئول امور اداری و برنامه ریزی,1,12
رئیس اداره توسعه مدیریت وامور پشتیبانی,1,12
رئیس مونتاژ,1,13
رئیس کارشناس اداره امور اراضی,1,13
رئیس اداره استخدام و بازنشستگی,1,12
رئیس اداره بازرسی و پاسخگویی به شکایات و مزاحمت های تلفنی,1,12
رئیس گروه انرژی,1,13
رئیس گروه بررسی وتعیین تعرفه های بین الملل,1,12
سرپرست فنی کارخانه,1,13
رئیس حسابداری طرحهای عمرانی و پروژه های توسعه,1,12
رئیس حفاظت از خوردگی فلزات,1,13
رییس اموراداری ومنابع انسانی,1,12
مسئول شیفت مقدمات,1,13
اداره ارتباطات وعلائم الکتریکی اداره کل راهن هرمزگان معاون اداره,1,13
ذیحساب و مدیرکل امور مالی سازمان توسعه ت,1,12
سرشیفت اتاق کنترل,1,13
سرپرست مونتاژ کولر,1,13
مدیر برنامه ریزی تولید و تامین مواد,1,13
معاون ریسندگی,1,13
مدیر برنامه ریزی و ارزشیابی منابع انسانی گروه,1,12
رئیس اداره حفظ کاربری و یکپارچگی اراضی,1,13
سرشیفت لود کنترل و دیسپچ,1,13
رئیس آهن سازی سبا,1,13
رئیس اداره ی تعمیرات دیجیتال و ارتباطات,1,13
مدیر امور اجرایی دفتر رئیس جمهور,1,11
اداره سیر و حرکت اداره کل راه اهن شرق رئیس ایستگاه بیشه در,1,13
سرپرست پشتیبانی و بهره برداری ارتباطات,1,13
مدیران هتل ها و رستوران ها,1,14
سرپرست تلمبه خانه اصفهان,1,13
سرپرست آب و بخار و فاضلاب,1,13
رئیس واحد کنترل و رسیدگی اسناد,1,12
مدیر بخش پلی استر,1,13
مدیر توسعه سیستم ها,1,13
مسئول تعمیرات ماشین آلات و ابزار cnc,1,13
معاون توسعه و پیش بینی,1,12
رئیس اداره امور مراتع,1,13
رئیس اداره امورحقوقی قراردادها و پاسخگویی به شکایات,1,12
سرشیفت تونل معدن,1,13
سرپرست مهندسی تاسیسات,1,13
سرشیفت رنگرزی الیاف,1,13
مدیر اصلاح خطوط تولید,1,13
شیفت فورمن برق و ابزاردقیق,1,13
رئیس سفارشات,1,12
مدیر حقوقی,1,12
معاون اداره هماهنگی ارتباطات مخابراتی,1,13
معاون مدیر تعمیرات و نگهداری تصفیه جامد,1,13
اداره سیر و حرکت اداره کل راه اهن شرق رئیس ایستگاه طبس,1,13
رییس نگهداری و تعمیرات الکتریکی,1,13
مسئول بخش اتوماسیون صنعتی,1,13
سرپرست خدمات صنعتی,1,13
سرپرست هماهنگی کامپیوتر,1,13
مسئول حراست شرکت های اقماری و دانشکده,1,12
مسئول خدمات و امور پیمانکاران,1,12
معاون تولید و خدمات فنی,1,13
رئیس اداره امورتجاری فرودگاه,1,12
سرپرست فنی انبارها,1,13
سرپرست اداره بازاریابی و پیشبرد فروش محصولات x100,1,12
سرپرست مرکزاسنادومدارک فنی,1,12
سرگروه صافکاری و جوشکاری,1,13
مسئول تصفیه خانه شیرابه,1,13
مسئول کارگاه تعمیرات ایرکاندیشن,1,13
رئیس اداره شایسته گزینی و تامین نیروی انسانی,1,12
رئیس اداره طراحی فیکسچر و تجهیزات,1,13
رئیس اداره طرح و توسعه,1,13
رئیس اشتغال,1,12
رئیس بهره وری و نوآوری,1,12
مدیرکل اداره کل تربیت بدنی,1,13
رئیس اداره مشترکین ودرآمد,1,12
رئیس اداره هواشناسی سینوپتیک امیدیه,1,13
سرپرست اداره حسابداری مالی,1,12
مدیر تولید فراورده های تزریقی حجیم کارتریج و فراورده های غیر بیولوژیک,1,13
سرپرست تحقیقات وبهره وری منابع انسانی,1,12
سرپرست شیفت تعمیرات بسته بندی,1,13
رئیس پشتیبانی و نوسازی,1,12
رئیس کارگاه تولید عملیات حرارتی,1,13
رئیس کنترل هزینه بخش ها,1,12
سرکارگروکارگرانبارلوله,1,13
مدیر امورمالی و برنامه ریزی موسسه فرهنگی ورزشی آبفای استان تهران,1,12
مدیر بهره وری منابع انسانی,1,12
مدیر ورزش,1,13
مسیول خدمات فرهنگی ورزشی,1,14
مدیر بازرگانی داخلی,1,12
رئیس اداره حفاظت الکترونیک ومانیتورینگ حراست,1,12
رئیس مکانیک و مهندسی فرایند,1,13
سرکارگرتونل,1,13
مسئول تولید شمش خالص سرب,1,13
رئیس اداره ارزیابی کیفیت محصول,1,13
مدیرسفارشات خارجی,1,12
سرپرست سفارشات و کنترل موجودی,1,12
فرماندار شهرستان پیشوا,1,11
مسئول امور پیمانکاری,1,12
رییس اداره تحقیقات و پژوهشهای منابع انسانی,1,12
مسئول شیفت عملیات سلول,1,13
رئیس بخش مایعات و نیمه جامدات,1,13
رئیس امور گمرکی،ترخیص و حمل,1,12
رئیس برنامه ریزی موادوتولید,1,13
سرپرست بازسازی و بازیافت قطعات,1,13
سرپرست بدنه سازی,1,13
رییس تولیدظروف شیشه ای ای اس,1,13
مدیرکل دفتر صادرات,1,12
مسئول مونتاژ اکستریور سایت شمال شیفت,1,13
بخشدار مرکزی زیرکوه,1,11
رئیس ثبت کهریزک,1,12
رییس کنترل حین تولید فرآورده های غیر استریل,1,13
سرپرست خدمات عمومی و تنظیفات,1,12
کارشناس یا رئیس دایره امور مالی کارتها و کانالها,1,12
رئیس اداره مطالعات وبرنامه ریزی حوزه توسعه تکنولوژی,1,13
رئیس گروه منابع انسانی,1,12
سرپرست سالن تکمیل وبسته بندی قالی,1,13
مدیر ارتباطات سیار,1,13
مدیر اموراداری ورفاه,1,12
رئیس اداره تعاون,1,11
رئیس اداره تعاون کارورفاه اجتماعی شهرستان نیشابور,1,11
سرکارگر کارواش,1,14
مدیر امور بهره برداری شیمی,1,13
رئیس اداره امور اداری و رفاهی,1,12
رئیس اداره امور قراردادها و خدمات مدیریتی,1,12
رئیس اداره برنامه ریزی اموزشی,1,13
سرپرست فروشگاه عرضه مستقیم,1,14
سرپرست مدیریت بهره برداری و تولید,1,13
سرپرست معاونت منابع انسانی واموراجتماعی,1,12
معاونت توسعه تجارت خارجی,1,12
مسئول شیفت تولید قوطی,1,13
سرپرست ارشد تزئینی,1,13
سرپرست برنامه ریزی محصول سنگین,1,13
سرپرست فینیشینگ,1,13
مدیرکل امورمالی,1,12
معاون پروژه های توسعه صنایع,1,13
سرپرست واحد فرم دهی,1,13
سر کارگر نظافت صنعتی روزکار احیاءمستقیم,1,13
قائم مقام مدیرعامل در امور دفتر طراحی,1,11
مسئول دفتر توسعه منابع انسانی,1,12
رئیس اداره مالی و اداری,1,12
رئیس ادره فنی مهندسی,1,13
رئیس گروه نظارت بر بهداست حرفه ای و طب کار,1,13
رئیس دبیرخانه هیئت مدیره و مجامع شرکتها,1,12
مسیول کارگاه برق و الکترونیک,1,13
مسئول شیفت سالن,1,13
معاون پرورشی,1,13
مسئول کنترل کیفیت مقدمات بافندگی و رنگرزی,1,13
اداره حسابداری انبار و اموال اداره کل امور مالی و اموال رئیس ادار,1,12
سرپرست کارگاه ماشین آلات سنگین کشاورزی,1,13
سرپرست گروه بازرسی جوش و n.d.t,1,13
معاونت داروئی,1,13
معاون م,1,12
اداره کل راه اهن شرق معاون مدیرکل بهره برداری و ناوگان,1,13
رئیس اداره تعمیرات مکانیک تاسیسات عمومی وشیمی,1,13
رئیس اداره حفاظت محیط زیست شهرستان ایلام,1,11
رئیس واحد طراحی,1,13
رئیس کشاورزی,1,13
سرکارگرکنترل مونتاژ,1,13
سرپرست اسکلت فلزی وآهنگری,1,13
سرپرست الکترونیک,1,13
مدیر برنامه ریزی اجتماعی,1,12
مدیر تحقیقات و طراحی محصول,1,13
کارشناس مسئول پاسگاه,1,12
معاون برنامه ریزی اداری و مالی,1,12
رئیس اداره نظارت و بازرسی امور اقتصادی,1,11
رئیس اداره کنترل صورتحساب تلفن,1,12
سرپرست اداری و منابع انسانی,1,12
سرپرست تعمیرات مکانیک فنی,1,13
مدیر شبکه بهداشت و درمان,1,13
مدیر شعب منطقه درجه 1 رتبه یک,1,12
مدیر لجستیک خطوط تولید,1,13
معاون مدیرامورمالی,1,12
اداره انبار اداره کل مخازن و اموالرئیس اداره انبارها,1,12
رئیس امور اجتماعی,1,12
رئیس امور داخلی,1,12
رئیس برق سالن,1,13
سرپرست ارشدخمیرسازیها خمیرسازی,1,13
رییس خرید مواد کمکی تولید و انرژی,1,13
مدیرکل امورمالیاتی,1,12
معاون اداره تعهدات و اعتبارات,1,12
معاون امور عمرانی شکری,1,13
رئیس اداره امورحقوقی ومالکیت اراضی کارشناس,1,12
سرشیفت بهره برداری آسیاب های سیمان,1,13
سرشیفت توزیع برق,1,13
مسئول خدمات پشتیبانی,1,12
رئیس اداره مرکز داده ها,1,13
رئیس گروه نظارت بر اعزام مامورین موظف قطارهای مسافری,1,13
رئیس طراحی خطوط لوله,1,13
سرپرست حراست اسناد,1,12
معاونت توسعه و پشتیبانی,1,12.0
مدیر نظارت بر عملکرد شرکت ها,1,12.0
رییس تدارکات وپشتیبانی,1,12.0
سرپرست تعمیرات اسیاب سیلوی,1,13.0
رییس اداره طرح و توسعه,1,12.0
رئیس تعمیرات الکترونیک وابزار دقیق,1,13.0
رییس اداره مونتاژ تندر,1,13.0
رئیس دفتر حقوقی,1,12.0
رییس اداره بهره برداری مولدهای دیزلی,1,13.0
رییس تعمیرات الکترونیک وابزار دقیق,1,
رییس دادگاه بخش,1,11.0
سرپرست شیفت آسیاب سیمان خط,1,13.0
عضو هیئت مدیره شرکت کشاورزی,1,11.0
رئیس خرید مواد کمکی تولید و انرژی,1,12.0
معاون مدیریت شعب درجه یک ب,1,12.0
اداره سیر و حرکت اداره کل راه اهن اراک معاون اداره درامورحرکت,1,12.0
سرپرست کنترل تولید مونتاژ,1,13.0
فورمن تعمیرات مکانیک و,1,13.0
رئیس مستند سازی و تحلیل داده ها,1,12.0
سرپرست نت مبدلهای حرارتی کارگاه مرکزی,1,13.0
فورمن تعمیرات برق و اتوماسیون و ابزار دقیق خطوط نهایی,1,13.0
رییس تولید کک,1,13.0
رئیس خدمات فنی کارگاههای دی سی,1,13.0
رئیس دبستان دانش اموزان بانیازهای ویژه,1,13.0
رییس اداره مطالعات وبرنامه ریزی حوزه توسعه تکنولوژی,1,12.0
عضو هییت رییسه کمیته امور صنفی,1,11.0
فرماندار شهرستان بشرویه,1,11.0
معاون اداره کل معاون خزانه,1,12.0
معاون اداره رسیدگی,1,12.0
معاون اداره نظارت بردرمان,1,13.0
معاون اداره ممیزی و حدنگاری اراضی,1,12.0
رئیس ساخت تجهیزات و ابزارآلات,1,13.0
مدیر مهندسی تکنولوژی تولید,1,13.0
معاون برنامه ریزی و مدیریت منابع,1,12.0
رییس اداره نظارت کنترل و پشتیبانی حقوقی گروه,1,12.0
مدیر تولید یکم کشاورزی,1,13.0
مدیر صنایع کشاورزی,1,13.0
مدیر عمران,1,13.0
رئیس اداره رفاه ونگهداشت منابع انسانی,1,12.0
مدیر کل منابع طبیعی,1,13.0
مسیول امور اموزش و ورزش,1,13.0
معاون سیاستگذاری و راهبری اقتصادی وزیر امور اقتصادی و دارایی,1,11.0
معاون فن آوری وزیر اطلاعات,1,11.0
مدیر تحلیل بازار و بازاریابی,1,12.0
مدیر تدارکات,1,12.0
رئیس اداره امور فرهنگی و ورزشی کارگران,1,12.0
رئیس اداره ایمنی و بهداشت کار و محیط زیست,1,13.0
رئیس گروه بودجه ریزی دارائیهای سرمایه,1,12.0
معاون هماهنگی و تلفیق طرحها,1,12.0
قائم مقام مدیر طراحی و مهندسی خدمات,1,13.0
مسئول نظارت خدمات رفاهی,1,12.0
رئیس تعمیرات الکترونیکی,1,13.0
سرپرست شیفت تصفیه روغن قدیم ر,1,13.0
رئیس اداره امور اداری و مالی کارشناس,1,12.0
رئیس کیفیت اکستریور سایت شمال,1,13.0
معاون ذیحساب سازمان اموزش و پرورش,1,12.0
رئیس اداره تعمیرات ابزاردقیق بویلر,1,13.0
رئیس کارشناس مرکزجهادکشاورزی ماژان,1,13.0
سرپرست ارشدتعمیرات ماشینهای کاغذ,1,13.0
سرپرست امور پیمانکاران وبرونسپاری پروژه خاص,1,12.0
رئیس دایره درجه 3 رتبه یک,1,12.0
رییس قراردادهای توسعه,1,12.0
سرپرست سالن پردیس,1,14.0
رئیس تولید کک,1,
سرپرست خط اول کپسول نرم,1,13.0
سرپرست کنترل کیفیت فرآیند ساخت قالب,1,13.0
رئیس اداره پاسخ گویی به شکایات دفتر امور حقوقی قراردادها و پاسخگ,1,12.0
رئیس اداره کل اشتغال اتباع خارجی وزارت کار,1,11.0
سرپرست آسیاب مواد,1,13.0
رییس اداره فناوری اطلاعات و ویدیو کنفرانس,1,13.0
سرپرست تولید ریخته گری,1,13.0
مدیر خرید داخلی,1,12.0
سرپرست دفتر شهرستان,1,12.0
مسئول اداره بیمه سلامت,1,13.0
رئیس اداره رلیاژ نیروگاه,1,13.0
رئیس اداره طراحی معماری فناوری اطلاعات,1,13.0
سرپرست تعمیرات قالب و تراشکاری,1,13.0
مدیر مهندسی و کیفیت ریخته گری,1,13.0
مدیر کل امور حقوقی,1,11.0
رییس دفتر حقوقی,1,
مدیر کل بازرسی کار,1,11.0
معاون مدیر آزمایشگاه روغن,1,13.0
رئیس کنترل کیفیت آند,1,13.0
سرکارگرپروفیل سازی,1,13.0
سرکارگرگره زن بافندگی,1,13.0
معاون توسعه مدیریت و منابع اداره کل راه,1,12.0
مسئول شیفت اداری,1,12.0
سرپرست ارشد گروه حسابرسی عمومی,1,12.0
سرپرست ارشدتهیه موادشیمیایی خمیرسازی,1,13.0
سرپرست برنامه ریزی تولید قطعات دنده ای و محوری,1,13.0
رئیس نت مکانیک و هیدرولیک,1,13.0
رئیس انبار غرب,1,12.0
سرپرست بهره برداری شبکه و تجهیزات,1,13.0
مدیر تعمیرات تجهیزات مکانیک,1,13.0
مسئول نظارت بر تعمیرات برق و تاسیسات,1,13.0
معاون اموردام,1,13.0
کمک سرپرست تراشکاری تولید,1,13.0
رئیس اداره اموزش های بلندمدت,1,13.0
رئیس گروه تلفیق ونظارت بر برنامه وبودجه,1,12.0
سرپرست مدیریت کمیسیون معاملات,1,12.0
سرشیفت قسمت برق,1,13
رئیس آتش نشانی,1,13
مسئول شیفت نگهداری و تعمیرات مکانیک ریخته گری,1,13
رئیس بروات,1,12
سرپرست امور خدمات عمومی و فنی,1,13
رییس قراردادها و خرید ماشین آلات و تجهیزات پروژه ها,1,12
مدیرکل فروش تجاری,1,12
رییس آزمایشگاه ناحیه ناحیه آهن سازی,1,13
سرگروه مونتاژ نهایی,1,13
رئیس اداره پایش,1,12
رییس بسته بندی چاپخانه,1,13
رییس تعمیرات مرکزی,1,13
سرپرست تولید صابون توالت,1,13
مدیر شعب منطقه درجه 1 رتبه دو,1,12
معاون مدیر کل دفتر فرهنگی و اجتماعی,1,12
معاون نیروی انسانی وسازماندهی,1,12
رئیس قسمت نظارت و مهندسی تاسیسات وماشین آلات,1,13
سرپرست هیدرومتالوژی,1,13
سرشیفت تعمیرات برق والکترونیک ساخت تجهیزات,1,13
رییس اداره تعمیرات الکتریک ولتاژ پایین,1,13
گروه بازرگانی و بازاریابی اداره کل راه اهن اراک مسئول حمل و نقل ک,1,12
سرپرست شاسی مکانیک,1,13
مسئول جوشکاری,1,13
مسئول خدمات فنی فریم صندلی سازی,1,13
رئیس اداره امور معادن,1,13
مدیرخریدتجهیزات وقراردادهای توسعه,1,12
مدیرکل اداره بحران,1,11
مدیرکل امور مجلس,1,11
معاون اداره کل امورکارکنان وخدمات اداری,1,12
ناظر تنظیفات صنعتی,1,13
سرپرست تولید موتوری,1,13
سرپرست حفاظت اسناد و it,1,12
رییس عملیات فاضلاب منطقه,1,13
رئیس اداره کارگزینی,1,12
رئیس اداره امور فرهنگی وورزشی کارگران,1,12
رئیس گروه طراحی شهری,1,13
مدیر مهندسی و کیفیت ماشینکاری وسرسیلندر,1,13
مدیر امور آب منطقه,1,13
معاون امور بهداشتی و رئیس مرکز بهداشت شهرستان ری,1,13
رئیس اداره راه اندازی تجهیزات رادیومایکروویو ماهواره نیرو دک,1,13
سرپرست تعمیرات برق عمومی,1,13
رئیس اداره معماری فناوری اطلاعات,1,13
رئیس اداره منابع طبیعی گنبد,1,13
رییس برنامه ریزی وکنترل تولیدنواحی گرم و فولادسازی و نوردپیوسته,1,13
رییس اداره صورتحسابهای دیتا,1,12
مدیرمهندسی صنایع,1,13
معاون مدیرکل اداری ومالی,1,12
مدیرکل نظارت و یکپارچه سازی طرحهای جامع,1,11
مسئول شهرک نیروگاه,1,13
مسئول شیفت فروش,1,12
سرپرست اداره حمل و نقل و بیمه,1,12
مدیرفنی,1,13
رئیس اقلام بسته بندی,1,13
سرپرست امور مالی و اداری کارخانه,1,12
سرپرست انبارهای موادشیمیائی وحلالهای الی لابرات,1,12
رئیس اداره نقلیه وماشین آلات,1,13
رئیس اداره نگهداری و پشتیبانی,1,13
رئیس اداره نگهداری و پشتیبانی دیتا,1,13
رییس اداره خرید ماشین آلات و لوازم یدکی,1,12
شرکت بهینه سازی مصرف سوخت,1,11
واحد ستاره دار اداره کل امور مالی و اموال کارشناس مسئول برنامه ری,1,12
مدیرگزینش,1,12
معاون مدیر کل دفتر امور فنی,1,13
رییس نگهداری و تعمیرات کوره ها,1,13
مسئول بخش نیمه جامدات,1,13
رئیس کیفیت صندلی سازی و ال,1,13
رئیس گروه تشکیلات وروش ها,1,12
سرپرست قالبسازی فلزی,1,13
رئیس اداره هواشناسی سینوپتیک جو بالا و فرودگاهی اصلی اهواز,1,13
رییس ارتباطات منطقه ای,1,12
سرپرست حراست فناوری اطلاعات,1,12
مدیر خدمات داخلی,1,12
کارشناس مسئول مدیریت سرویس,1,12
کارشناس مسئول اموراداری منطقه,1,12
رئیس گروه نظارت بر تجهیزات خطوط,1,13
سرپرست اداره تامین مواد پلیمری,1,12
سرپرست اداره حراست سایت خراسان,1,12
مدیر سردخانه,1,13
رئیس برنامه ریزی عملیاتی,1,12
رییس ماشین آلات و ادوات کشاورزی,1,13
سرپرست قسمت صنعتی,1,13
معاون اداره دبیرخانه و بایگانی,1,12
معاون اداره طرح و توسعه دیتا,1,13
رییس تولید کارگاههای صنعتی,1,13
رییس شبکه مکانیک تولید,1,13
سرپرست حسابداری بهای تمام شده,1,12
رییس اداره پذیرش وفروش انشعابات,1,12
رییس مرکز مخابرات بالای,1,13
سرپرست شیفت تولیدکابل,1,13
سرپرست سالن غذاخوری,1,14
مسئول امور اداری و مالی بانام,1,12
مسوول کنترل تولید,1,13
سرپرست حسابداری عمومی خرید,1,12
سرپرست دوباره کاری,1,13
معاون مدیر کل امورمالی,1,12
اداره تدارکات و پشتیبانی اداره کل راه اهن اصفهان رئیس اداره تدارک,1,12
رئیس مرکز مخابرات بالای,1,13
معا ون وا حدا رزی درجه2,1,12
معاون اداره درامور واگن ها,1,13
سرپرست حراست پرسنلی و فناوری اطلاعات,1,12
رئیس شیفت شیمی,1,13
سرپرست تولید مونتاژ,1,13
سرپرست دریافت و توزیع قطعات,1,13
سرپرست کل قالبسازی,1,13
رییس اداره ی تعمیرات دیجیتال و ارتباطات,1,13
سرپرست تعمیرگاه فنی,1,13
رئیس اداره رتوش پراید شیفت اول,1,13
رپرست بازرسی فنی و برنامه ریزی,1,13
مدیر کل دفتر امور استان ها,1,11
فرمن سه دستگاه شامپوپرکنی پرمترین,1,13
فرمن کارگاه ابزارتیزکنی,1,13
معاون مدیراموراموزشی,1,13
معاون و مسئول اموزش کارشناس صادقی,1,13
کمکسرپرست بسته بندی تایر,1,13
سرپرست کنترل بودجه,1,12
رئیس نگهداری و تعمیرات ساختمانی,1,13
رئیس نگهداری و تعمیرات فولادسازی و ریخته گری,1,13
رئیس کنترل برنامه تولید,1,13
سرشیفت واحدحلاجی,1,13
سرشیفت کارگاه هیترسازی,1,13
سرکارگر بوبین پیچ سالن بوبین پیچی,1,13
سرپرست ترمیم و گلدوزی,1,13
مدیر برنامه ریزی و کنترل پروژه ها,1,12
مسئول برنامه ریزی و کنترل,1,12
سرگروه موتور پیچی,1,13
مسئول آموزش و تجهیز نیروی انسانی,1,12
مسئول کنترل کیفیت ازمایشگاه,1,13
معاون آموزش ابتدایی وزیر آموزش و پرورش,1,11
معاون شعبه درجه 1 رتبه یک,1,12
رئیس اداره تکنولوژی,1,13
رئیس اداره حراست شبکه و it,1,13
رئیس ناحیه برنامه ریزی و جذب نیروی انسانی,1,12
رئیس واحد اکسیژن و هیدروژن,1,13
رئیس اداره سیستمهای مالی,1,12
سرکارگررنگسازی چاپ ها,1,13
سرپرست بازرگانی یک,1,12
مدیر اجرایی طرح آبرسانی غدیر,1,13
مدیر ارشد مهندسی صنایع,1,13
معاون امور انتظامی و مبارزه با قاچاق,1,11
مسئول تعمیرگاه خودروها,1,13
سرپرست مونتاژ کاری,1,13
رئیس دایره درجه رئیس دایره درجه1,1,12
رییس اداره برنامه ریزی راهبردی شرکتهای گروه,1,12
رییس اداره ی امور اداری،مالی وپشتیبانی,1,12
رئیس تولید کارگاههای صنعتی,1,13
اداره امور ناوگان اداره کل راه اهن اذربایجان معاون اداره درامور,1,13
سرپرست ناحیه,1,12
رئیس ماشین آلات و ادوات کشاورزی,1,13
رئیس اداره خدمات مشترکین کارشناسان,1,12
ریس گروه نظارتی,1,12
سرپرست تعمیرات مکانیک ماشین کاغذ,1,13
سرپرست ریاست تدارکات,1,12
معاون بهداشت حرفه ای,1,13
رئیس برنامه ریزی و بودجه خدمات پشتیبانی,1,12
سرپرست ارشدازمایشگاه خمیروکاغذ ازمایشگاه,1,13
سرپرست امور تربیت بدنی موسسه فرهنگی ورزشی,1,13
رییس گرم خانه,1,14
سرپرست نوبتکارماشین کاغذ ماشینهای کاغذ,1,13
رئیس آزمایشگاه شیمی,1,13
رئیس آزمایشگاه کشاورزی,1,13
رئیس اداره ارتباط با مرکز تماس,1,12
سرشیفت سالن چاپ,1,13
معاون سیاسی اجتماعی,1,11
معاون حفاظت فیزیکی و عملیات,1,13
رئیس اداره تعاون روستایی جهرم,1,12
رییس اداره لجستیک رنگ و مونتاژ پراید,1,13
مدیر خانه سازی,1,13
عضو شورای اسلامی شهر,1,11
معاون از مدیریت امور دانشجویی,1,13
مسئول تیم نظارت بر پردازش پیامهای هوانوردی,1,13
رئیس آموزش وبهسازی منابع انسانی,1,12
رئیس گروه اموزش پیش دبست,1,13
رئیس گروه برق ومخابرات,1,13
سرپرست بیمه و بازنشستگی,1,12
مدیر کل منابع انسانی سرپرست,1,12
رییس ناحیه فروش مازاد بخش فروش و بازاریابی,1,12
سرپرست کنترل و بهینه سازی مصرف انرژی,1,13
سرشیفت تعمیرات مکانیک,1,13
فورمن بسته بندی چسب,1,13
رییس اداره کارگزینی,1,12
رییس اداره نگهداری و پشتیبانی دیتا,1,13
سرپرست ساختمان مزارع,1,13
مدیر نوسازی و تحول سازمانی,1,12
رئیس گروه تحول فنی و مهندسی امور آب,1,13
سرشیفت بافندگی بافندگی,1,13
مسئول تعمیرات الکتریک ولتاژ متوسط و بالا,1,13
مسئول بخش برنامه ریزی نگهداری و تعمیرات ابزار و تجهیزات غیر تولیدی و ساختمان,1,13
مدیر امور رفاه و بازنشستگی,1,12
معاون حراست,1,13
رئیس اداره تضمین کیفیت,1,13
رئیس اداره حقوقی تنظیم مقررات,1,12
مدیر بازرگانی قطعات ساخت داخل گروه,1,12
مدیر برنامه ریزی و کنترل مواد بخش برنامه ریزی تولید و کنترل,1,13
رئیس اداره نشریات,1,12
رئیس اداره نظارت برساخت راههای اصلی وفرعی,1,13
سرپرست اداره برنامه ریزی و فناوری اطلاعات,1,12
رئیس خرید اضطراری,1,12
رییس اداره نگهداری و تعمیرات الکترونیک و ابزار دقیق,1,13
رئیس ازمایشگاه شیمی,1,13
رئیس حفاظت پرسنلی و اسناد,1,13
رییس اداره امور اقتصادی و دارایی شهرستان,1,12
سرپرست ریخته گری سبک,1,13
سرپرست سیستم های کیفیت,1,13
سرپرست شیفت تمیزکاری,1,14
مسئول شیفت و کنترل مفتول,1,13
مسئول سرویس وتعمیرات برق والکترونیک,1,13
رئیس بازرسی فنی و حفاظت فلزات,1,13
شیفت فورمن سی ام فولاد سازی,1,13
رییس حفاظت پرسنلی و اسناد,1,12
معاون اداره تعمیرات الکتریک تحریک ژنراتور,1,13
رئیس قراردادها و خرید ماشین آلات و تجهیزات پروژه ها,1,12
سرپرست شیفت سکوریت,1,14
سرپرست بسته بندی و انبار محصول,1,13
معاون ارزی ریالی شعبه ممتاز ب,1,12
کمک سرپرست سالن تولید,1,13
رئیس اداره امور اداری و تدارکات,1,12
سرشیفت برق احیاء,1,13
سرپرست مدیریت امور تعمیرات الکتریک,1,13
سرپرست اداره مونتاژ و تجارتی سراتو,1,13
مسئول خریدخارجی وصادرات,1,12
مسئول شیفت پرس,1,13
مسئول شیفت تعمیرات خطقالب گیری,1,13
مسئول شیفت تولید bm,1,13
رئیس امور طراحی و نظارت,1,13
رئیس انجمن تخصصی,1,11
سرپرست برنامه ریزی و نظارت بر بهداشت,1,13
رییس مالی,1,12
مدیربرنامه ریزی تولید و فروش,1,12
رییس خرید اضطراری,1,12
معاون اداره وصول و پیگیری تضامین و تعهدات,1,12
رئیس دفتر فنی و تحلیل عملکرد,1,13
رئیس فنی و بازرسی,1,13
رییس ماشین آلات و جمع آوری سوانح,1,13
رئیس اداره تست صنعتی شیفت سوم,1,13
رئیس پشتیبانی صادرات,1,12
رئیس کارشناس اداره امورفرهنگی وتوسعه ارزشهای اسلا,1,12
سرپرست تولید مایع ظرفشویی,1,13
مسئول رانندگان لیفتراک,1,13
رئیس طراحی برق و الکترونیک خودرو,1,13
سرپرست خرید خدمات گمرکی,1,12
مسئول اداری و پشتیبانی دفتر مرکزی,1,12
مسئول عملیات و تعمیرات آبرسانی,1,13
مدیر ارتباط با ذینفعان,1,12
مدیر تحقیق و پژوهش,1,12
رئیس گروه امور شوراهای اسلامی شهر محمدصفی نظری,1,11
رئیس گروه بازرسی و حفاظت فنی,1,13
مسئول نوسازی و تعمیرات,1,13
سرپرست آب کاری فلز,1,13
رییس ایمنی و بهداشت و محیط زیست,1,13
مدیر مالی و اقتصادی,1,12
رئیس اداره عملیات امنیت,1,14
ریس اداره,1,12
رییس اتحادیه,1,11
سرپرست تطبیق مقررات ومبادله قراردادها,1,12
سرپرست تعمییرات آزمایشگاه بخش تضمین کیفیت,1,13
مدیر پروژهای ساختمانی,1,13
رئیس تدارکات و خدمات,1,12
رئیس خدمات فنی ساخت تجهیزات,1,13
رئیس دایره صندوق و مشتریان,1,12
سرپرست طراحی و گراور,1,13
مسئول امور بهره وری وبررسی,1,12
مسئول امور تبلیغات فرهنگی,1,12
رییس اداره تعاون روستایی جهرم,1,12
معاون مدیر تولید bopp,1,13
معاون و مسئول امور پستی,1,12
معاون مدیر ایمنی,1,13
معاون مدرسه,1,13
اداره کل تدارکات و پشتیبانی رئیس اداره امور پیمانها,1,12
رئیس واحد فن آوری اطلاعات,1,13
رئیس کارگاه تعمیرات و ابزار دقیق,1,13
رئیس کنترل تعمیرات,1,13
سرشیفت محلول سازی,1,13
معاون تجهیزات برق فولادسازی,1,13
معاون اداری ومالی دانشکده کشاورزی,1,12
رییس اداره بهره مندی اب شهرستان,1,13
