id,title_norm,label_1
631,کمک سرشیفت دیگ بخار,8
632,انباردارارشد توزینه انبارمواداولیهداروئی,4
633,کارگر مکانیک,7
634,اپراتور کارگاه ماشین افزار,8
635,اپراتور کنترل عملیات نورد بین قفسه ها تاندم میل مداوم,8
636,کمک انبار دار انبار مرکزی,4
637,اپراتورجرثقیل یکصدتن به بالا,8
638,اپراتوردستگاه کارتن جسبان,8
639,تکنیسین شیفت تعمیرات رادیو,3
640,تکنسین تعمیرات سیستم سوخت رسانی,3
641,راننده لفترک,8
642,حسابرس بخش امور مالی,2
643,راننده وانت،داخل شهر,8
644,راننده وسائط سنگین حمل سیمان,8
645,راننده وسائط نقلیه تندرووسنگین ونمک پاش,8
646,سرپرست امور بازنشستگی,1
647,سرپرست بررسی و تعیین صلاحیت,1
648,مدیرشعب منطقه درجه 2,1
649,اهنگر درجه دو,7
650,رییس اداره نگهداری و پشتیبانی سیستمهای انتقال,1
651,کارشناس مسئول تنظیم دفاتر و صورت های مالی,2
652,کارشناس برنامه ریزی و مشاوره های ترویجی,2
653,کارشناس بهره برداری نیروگاه شیفت,2
654,کمک اپراتور چاپ افست,8
655,گروه حفاظت فیزیکی واسناد دفتر حراسترئیس گروه حفاظت فیزیکی واسناد,1
656,انباردار انبار فنی,4
657,حسابدار وبایگان اسناد مالی فریده شکورشهابی,2
658,رئیس دایره توزیع,1
659,سرپرست ساخت موادازمایشگاه,3
660,عضو هیات علمی گروه آموزشی فناوری اطلاعات,2
661,متصدی دفتر برنامه ریزی کنترل تولید و حمل,4
662,مسئول انبار ماشین آلات معدنی,4
663,کارشناس آموزشهای داوطلبانه وترویج سوادآموزی,2
664,متصدی دستگاه تولید,8
665,معاون اداره توسعه,1
666,کارشناس آزمایشگاه رنگ,2
667,تکنسین ارشد شبکه و خطوط,3
668,خمیر ساز,7
669,تکنسین فنی ماشینری,3
670,سرپرست حمل و نقل مواد,3
671,سرپرست خشک کن,3
672,سرپرست دفتری,3
673,فروشنده طلا فروشی,5
674,کارگرساده سخت وزیان اور,9
675,معاون سوئیچ اداره کل نظارت وازمایش وتحویل,1
676,کارشناس مکاتبات الکترونیک,2
677,مسیول پذیرش و صندوق,4
678,مشاغل متصدی ساتراسیون وو,8
679,کارشناس مطالعات اجتماعی,2
680,کارشناس ارشداستخراج,2
681,کارشناس ارشد مسئول رتبه دو,2
682,کارشناس اطلاعرسانی و سایت کتابخانه,2
683,نصاب کابینت,7
684,کارشناس مراحل پروسس,2
685,اره موتورچی صنایع,8
686,اپراتور بویلر و کمپرسور,8
687,اپراتورساخت وتجهیزات,8
688,اپراتورشات بلاست عملیات اولیه,8
689,کارگرفنی فلوتاسیون,8
690,اپراتور ماشین برش فلز,8
691,تعمیر کولر گازی,7
692,رئیس اداره تعمیر ونگهداری ساختمان ها وتا,1
693,ماشین افزار کار ارشد,7
694,مدیر آموزش ضمن خدمت مرکز آموزش علمی کاربردی,1
695,کاردان تاسیسات ومکانیک سطح 5,3
696,کاردان انبار مواد پلاستیکی,4
697,کارشناس مسیول مکانیزاسیون,2
698,کارگر تاسیسات وتجهیز کار,7
699,متصدی بیمه گری,4
700,مسئول نوبتکاری واحد پلیمریزاسیون pe,3
701,کارشناس خبره فنی مهندسی,2
702,کاردان برنامه ریزی بلند مدت وآهن سازی,3
703,پیمانکارساختمان,1
704,مونتاژکاردرجه و,8
705,کارشناس مشاور اداری مالی و پشتیبانی,2
706,کارشناس حفاظت کاتدیک,2
707,کارگر برش واحدتولید,8
708,کارگرخدماتی کارگاههای دیگ بخار,9
709,اپراتور دستگاه خشک شویی صنعتی,8
710,اپراتور دستگاه خنک کننده مایع لباسشویی,8
711,اپراتور دستگاه فر پخت چیپس و خلال سیب زمینی,8
712,اپراتور دستگاه پلاستیک ساز,8
713,اپراتور دستگاه چاپر گوجه فرنگی,8
714,کنترلردرجه پرسکاری,8
715,بازرس رنگ و عایق,3
716,تکنسین ارشد بخش اکریلیک,3
717,رئیس اداره فنی و امور مهندسان مشاور,1
718,سرپرست تحقیقات معدن و فرآوری,1
719,سرپرست تعمیرگاه ترانستینر,3
720,سونوگراف ـ کارشناس یا تکنسین,3
721,سرپرست دفترداری,3
722,متصدی ارشدفنی وتاسیسات,3
723,مدیر مهندسی استقرار محصول,1
724,کارمند دفتری مدیرعامل و دبیر هیئت مدیره,4
725,کاردان پایش,3
726,کارشناس حسابداری خرید کالا و قرارداد ها,2
727,کارشناس تولید عملیات حرارتی,2
728,نقاش تولیدات صنعتی,7
729,معاون بازاریابی و توسعه محصول,1
730,کارشناس حراست فنی,2
731,کارشناس ارشد علمی بازاریابی,2
732,کارشناس ارزیابی ترافیک,2
733,معاون برنامه ریزی امورفرهنگی وتوسعه آموزش,1
734,کارشناس مسئول پژؤهش در علوم ورزشی,2
735,پرورش دهنده شترمرغ,6
736,مسئول کنترل کیفی حین تولید,3
737,کارمند کنترل اسناد و اطلاعات,4
738,کارشناس سخت افزارکامپیوتر,2
739,آورنده اجزاء تایرسواری,9
740,کارگرماسوره پیچی بافندگی,8
741,کارگرماشین ته دوزی,8
742,کمک متصدی تولیدنیرو,8
743,کمک متصدی دستگاه ناگت,8
744,کمک متصدی سرویس یودک,8
745,تکنسین فنی قالبسازی وابزارسازی,3
746,رئیس آسیاب ها,3
747,رئیس ابزار در گردش,3
748,رئیس اداره آمار و تحلیل اطلاعات عملکرد بنگاه,1
749,رئیس اداره امور عمومی دانشکده علوم پایه,1
750,مسئول خدمات فنی تجهیزات اکستریور سایت شمال,3
751,نقاش ارشدخودرو,7
752,کارگر دستگاه,8
753,کارگرماشین دوخت نخی درجه 1,8
754,کارگرمخلوطکن موادشیمیایی,8
755,تعمیرمکانیک,7
756,ذیحساب شرکت تولید نیروی برق اذربایجان,2
757,رئیس اداره آمار فناوری اطلاعات وتجهیزشبکه,1
758,ستراپراتورسنگ زنی رینگ,8
759,لوله برلوله ریزی,7
760,کارشناس برنامه ریزی سازمان عشایر,2
761,کارشناس مسئول تعیین صلاحیت قضات,2
762,متخصصان روابط عمومی,2
763,کارگراسیاب شکرشکلات,8
764,کارمند تولید fh,4
765,اپراتور ماشین های چند ایستگاهی فلزات,8
766,باحفظسمت نظافتچی سالن وسرویسهاکارگرریسندگی,8
767,خرید و فروش میوه و تره بار,5
768,سرپرست عملیات حفاری,3
769,رییس اداره روابط عمومی و تشریفات,1
770,مسئول امور ترمینال,3
771,مسئول ساخت اهنگری,3
772,مکانیسین کامپوننتهای اویونیکی سطح,7
773,تکنسین فنی وسایل سمعی و بصری,3
774,تکنسین قالبسازی وابزارسازی,3
775,رئیس عملیات تولید,1
776,متصدی امور اداری و پذیرش کاراموزان,4
777,راننده زیتور,8
778,فن ورز تولید پرس و عدلبندی,7
779,متصدی دستگاه ایمنی محیط شیشه,8
780,مز رعه,6
781,کارشناس حقوقی وثبتی,2
782,مونتاژکار سازه وپل سازی,7
783,کاردان خریدقطعات ساخت,3
784,کارشناس مسئول امارهای بازرگانی,2
785,کارشناس دفتر مدیر عامل,2
786,کوره پز,8
787,انباردار کار در جریان,4
788,کمک مکانیک تریلرهای سبک,7
789,کمک کارشناس انفورماتیک و مخابرات,3
790,رئیس اداره پذیرش امار و مدارک پزشکی,1
791,تکنسین ایمنی وآتش نشانی,3
792,ماله کش وپخش اسفالت,7
793,مامور مگا موتور,4
794,سرپرست تعمیرات ونگهداری تاسیسات ولوله کشی,3
795,مدیر حراست معاون مدیرکل,1
796,فرز کار ارشد,7
797,رییس برنامه ریزی وکنترل حمل محصولات,1
798,رئیس پشتیبانی و مطالعات پروژه ها,1
799,رئیس ارتباط با مراکز تحقیقات و پیگیری پروژه ها,1
800,کاردان امور اجرایی,3
801,کاردان برنامه ریزی کنترل مواد و کنترل پیمانکاران,3
802,مکانیک ماشینهای تولیدرینگ,7
803,مسئول کارگاه برشکاری,3
804,رئیس اداره رفاه وتعاون اجتماعی کارکنان,1
805,رفته گر شهرداری,9
806,خراط کار چوب ماشینی,7
807,سرپرست تعمیرات برق فشار قوی,3
808,سنگ زن وبرشکار,7
809,مدیر کارگاه ریخت,1
810,مدیر کارگاه صنعتی,1
811,فرمن قسمت تهیه کرم بهداشتی دستگاه تهیه کرم پودر,3
812,کاردان صنایع روستایی,3
813,مسئول حسابداری تاسیسات و انبار و امین اموال,3
814,کارمند حسابداری انبار مسئول,4
815,کاردان زراعت,3
816,کاردان نت الکترونیک,3
817,کارگرماشین چاپ افست,8
818,کارگر نظافت سالن,9
819,اتومکانیک معدن,7
820,کارگرساده مونتاژ,8
821,کارگرسرند تولیدشن وماسه,8
822,تعمیرکار الکتریکی درجه 6 نگهداری و تعمیرات ماشین آلات و تجهیزات,7
823,تعمیرکار برق انرژی و سیالات,7
824,تکنسین شبکه برق و الکترونیک,3
825,تکنسین فنی ایربگ,3
826,کمک سرپست تولید ریسندگی,3
827,تکنسین روکش,3
828,رئیس گروه برنامه ریزی و بهره برداری,1
829,جوشکاروبرشکاربازیابی مواد,7
830,دستیارفنی تعمیرات ابزاردقیق نیروگاه,3
831,سرپرست مدیریت امور مالی و اقتصادی,1
832,سرپرست موادسازی,3
833,قایم مقام مدیرطرح توسعه,1
834,لوله کش شبکه های آب وفاضلاب,7
835,سرویسکار و آپاراتی,7
836,سرپرست ارشد تولید شکر خام نوبتکار,3
837,مسئول تحقیقات و بازاریابی,1
838,کارشناس بهره برداری تاسیسات اختصاصی پست های فشارقوی انتقال و فوق توزیع,2
839,کارشناس مسئول توربو سیکل وهیدرولیک,2
840,کارشناس مسئول تحقق محصول,2
841,کارشناس برنامه ریزی فعالیتهای دانش آموزی,2
842,کارشناس مسئول تامین اکسل پراید,2
843,مهندس اجرایی مکانیک,2
844,کارشناس بهره برداری واحدهای و,2
845,کارشناس کنترل پروژه سطح 2,2
846,کارگرارشدقطعات کوچک,8
847,کمک اپراتوراستخراج روغن ر,8
848,اپراتورکمپرسوردرجه یک,8
849,تکنسین تعمیرات الکتریک موتور کلیدها و مدار فرمان موتورهای فشار ضعیف,3
850,تکنسین تعمیرات برق اتوماسیون و ابزار دقیق ریخته گری مداوم,3
851,حسابدار جمعدار,3
852,رییس عملیات تولید,1
853,مهندس ارشدگرمایی,2
854,کارشناس امورتوانبخشی وبهداشت,2
855,مهندس مسئول تامین موادناریه,2
856,کارشناس مسئوا استخدام,2
857,مسئول شاسی نیمه سنگین,3
858,کارشناس تحلیل,2
859,کارگرسنگکوبی,8
860,انباردار حمل مواد,4
861,تکنیسین تجهیزات برقی معدنی,3
862,شیفت فورمن تعمیرات ریخته گری و ارسال محصول,3
863,سرپرست مواد ناریه,3
864,مدیرخدمات شهری و پشتیبانی,1
865,مدیرکل دفترحقوقی,1
866,کارگر گارگاه سنگ و بلوک زنی,8
867,معاونت عملیات هوانوردی,1
868,کارشناس برنامه ریزی ومکانیزه,2
869,کارشناس برنامه بودجه و جذب منابع,2
870,کارشناس کنترل کیفیت ارتباط با مشتری,2
871,معرق کاری آجری,7
872,کارگرآسفالت کار,9
873,کارگرنقاش صنعتی,7
874,کارگرکمکی تعمیرات خودرو,9
875,خدمات مهندسی,2
876,سرپرست ریاست بودجه و گزارشات,1
877,متصدی دفتر ثبت عرایض اپراتور,4
878,متصدی شیفت ازمایشگاه ریسندگی,3
879,متصدی تهیه خمیرسوخاری,8
880,کارگر کنترل سیستم,8
881,کارگر کپی افست و نایلو پرینت یک,8
882,کارشناس تصفیه خانه فاضلاب,2
883,کارشناس مسئول تنقیح مقررات,2
884,چاه موتور رفاه,8
885,کارشناس حسابداری کارکنان,2
886,مهندس آزمایشگاه الکترونیک وکامپیوتر,2
887,کارگر ساده طراحی بافندگی پنبه,9
888,اسپلایس کننده تایرسواری,8
889,تکنسین جرثقیل,3
890,خرده فروش پوشاک,5
891,مسئول امور دفتری و بایگانی اپراتور,4
892,رییس نیروگاه و زباله سوز,1
893,معاون پرستاری بیمارستان,1
894,کارشناس نظارت بر طرحها عالی,2
895,واگن برگردان,8
896,متصدی حمل ونقل نظارت,4
897,کارشناس عالی بازاریابی رتبه یک,2
898,معاون پشتیبانی نرم افزار,1
899,کنترل در تولیدتکمیلی,3
900,بازرس ارشد مواد و کنترل کیفیت,3
901,تکنسین فنی سالن مواد پلیمری,3
902,سرپرست مدیریت ارتباط با مشتریان گروه,1
903,راننده وسائط نقلیه سنگین کفی وتریلی,8
904,سنگتراش,7
905,مسئول تعمیرات انتقال نیرو,3
906,کارشناس مسئول منبع یابی,2
907,کارشناس آنالیز دستگاهی,2
908,معاون اداره رفاه وتعاون,1
909,کاردان پشتیبانی فنی سیتسمهای مخابراتی,3
910,مکانیک ومراقب تهویه,7
911,کارشناس تعالی سازمانی,2
912,مسیول برق رنگرزی,3
913,مسئول سالن پرس,3
914,متصدی دستگاه الکترواستاتیک نقاشی,8
915,کاردان کنترل کیفیت مواد شیمیایی,3
916,کارگررنگرزی وچاپ شیمیایی,8
917,کارگر فنی اتومکانیک,7
918,کمک تکنسین و سرکارگر ماشینکاری سنگ,3
919,کارگرساده تصفیه روغن,9
920,تکنسین ارشد اجرایی سیویل,3
921,تکنسین ارشد نت برق سرویس های جانبی,3
922,تکنسین ارشد نوبتکار آزمایشگاه کارخانهbd pbr,3
923,خمیرگیر نانوایی دستی,7
924,تعمیرکار جوشکار,7
925,تکنسین فوریت های پزشکی,3
926,رئیس سرویس های جنبی ریخته گری مداوم,1
927,رییس تاسیسات مکانیک و خدمات مهندسی,1
928,رییس حسابداری پیمانها و واحدها,1
929,سرپرست حسابداری دارائیها,1
930,کارشناس مسیول روابط عمومی,2
931,رئیس تعمیرات و سرویسهای ریخته گری مداوم,1
932,راننده ماشین آلات حمل ونقل کارگاهی,8
933,متصدی سفارشات خارجی,4
934,متصدی طباخی,5
935,کارشناس یک تضمین کیفیت و ممیز داخلی,2
936,کارشناس مسئول امور مالی منطقه,2
937,کار شناس تنظیم حسابها,2
938,کارشناس انبار مواد اولیه و محصول,2
939,کارشناس بازرگانی درامور حمل و نقل بین المللی,2
940,مراقبت کارشارژریخته گری پالایشگاه,8
941,کارمند اداری و ثبت دفتر اسناد رسمی,4
942,کارگراپراتورقرقره پیچی,8
943,کارگربرق برقکارکمپرسورخانه,7
944,کارگرتعمیرات الکترومکانیک نیروگاه گازی,7
945,کارپردازتوزین مواد,4
946,کاشناس تکنولوژی گروههای اموزشی وبررسی محتوا ابتدایی,2
947,برقکار درجه دو,7
948,کمک مکانیک تعمیرگاه,7
949,کمک پرسکار سنگ سمباده,8
950,جوشکاروبرقکارمرتبه,7
951,رئیس اداره مدیریت محصول و خدمات دیتا,1
952,رئیس اداره پژوهش و کار آفرینی,1
953,رئیس گروه مالیاتی اطلا عات وخدمات م,1
954,حسابدار صندوق,4
955,رییس بخش تولید ساخت کنترل و بسته بندی فراورده های نیمه جامد,1
956,رییس اداره امور مجامع,1
957,رییس گروه تلفیق برنامه وبودجه,1
958,کارگراسفالت کار,9
959,کارشناس نظارت بر کمکهای مالی به فدراسیونها,2
960,معاون معاونت بهبودتولیدات گیاهی,1
961,معاون مدیر امور مشترکین,1
962,مسیول آزمایشگاه شیمی وکنترل کیفیت پودرملامین,3
963,معاون مدیریت شعب اداری و پشتیبانی رتبه یک,1
964,مسئول کنترل انبارها,3
965,اداره سیر و حرکت اداره کل راه اهن لرستان معاون اداره درامورحرکت د,1
966,اپراتور دستگاه تولیدشکلات,8
967,دفتردار امور نهادها و ذینفعان مالی,4
968,رئیس محیط زیست و انرژی,1
969,سرپرست هماهنگ کننده امور پشتیبانی,1
970,سرپرست پرداخت قطعات,3
971,مسئول ایستگاه آتش نشانی,1
972,متصدی دستگاه پرس,8
973,کارشناس سامانه های اطلاعاتی حمل و نقل,2
974,معاون شعبه درجه3 رئیس شعبه درجه4 رتبه یک,1
975,دستیاربرش تکمیل کاغذ,8
976,فورمن تعمیرات برق واحد توزیع برق و سیالات,3
977,متصدی چاپ بی آراس دی,8
978,مسئول انتظامات اورژانس,5
979,رییس گروه امور شوراها,1
980,مسئول برنامه ریزی و نظارت حمل و نقل,3
981,کارشناس زیستگاهها,2
982,کارشناس اطلاعات و فناوری,2
983,معاون صنایع دستی وهنرهای سنتی,1
984,کارشناس معاونت اموراجرائی مرکز اموزش و پژوهشهای بین المللی,2
985,کارشناس امورپشتیبانی,2
986,کارگرنظافت چی سالن تولید,9
987,کارگرکاردینگ درجه 2,8
988,اپراتور دستگاه برش تیوب,8
989,اپراتور ریسندگی نخ,8
990,تکنسین مسئول تعممیرات نیروگاه,3
991,رئیس اداره حفاظت امور کارکنان,1
992,رئیس مهندسی مجدد,1
993,رئیس کنترل ابزاردقیق,1
994,سرپست بافندگی بافندگی,3
995,سرکارگر ورق کار فلزات,3
996,رتوش کار,7
997,ماشینکاروقالبسازدرجه دو,7
998,سرپرست انبار خام,3
999,سرپرست انباررنگ,3
1000,مدیر بخش بهره برداری,1
1001,متصدی کمپرسور هوا,8
1002,شاگرد ساندویچی,5
1003,شاگردی و فروشندگی ظلا,5
1004,مامور حفاظت و کنترل مشاغل سخت,3
1005,رییس گروه برنامه ریزی و بهره برداری,1
1006,کارگر ماشین مقوابر,8
1007,کارگر متصدی آسیاب,8
1008,ناخدای شناور صیادی آب های عمیق,6
1009,ناظر حمل و نقل,3
1010,نامه رسان و راننده,4
1011,متصدی دبیرخانه,4
1012,متصدی دستگاه بطری پرکن,8
1013,کارشـــــــناس عیب یابی خطوط زمینی,2
1014,کارگردرواحدبرنامه ریز,4
1015,کارگرساخت و مونتاژ,8
1016,کارگر سه ابکاری,8
1017,اپراتوربازرسی ورفع اتصال کوتاه درجه آموزشی پا,8
1018,تراشکارماهر چدن تراش,7
1019,دریل کارسریسازی,8
1020,رییس برنامه ریزی و بهبود سیستم های فروش,1
1021,رییس دایره درجه 4,1
1022,سرپرست وکمک سرپرست مونتاژ,3
1023,متصدی خدمات تولید,8
1024,متصدی دریل واگن,8
1025,متصدی دستگاه پرس سنگ,8
1026,کارشناس برنامه ریزی کارگاهی,2
1027,کارشناس امور توانبخشی و مناسب سازی,2
1028,کارشناس نظام های مدیریتی,2
1029,کارشناس مهندسی محصول موتور,2
1030,کارشناس ارشد مهندسی صنعتی,2
1031,متصدی رمز و حفاظت اسناد اداره حفاظت اسناد,4
1032,مشاور معاون روابط کار,2
1033,مسیول امور دفتری,4
1034,کارشناس شیمی ومحیط زیست,2
1035,اپراتور بسته بندی فریم و پرواز,8
1036,کارگرفنی,7
1037,اپراتور رنگ کش رنگرزی,8
1038,رئیس واحد حقوق و دستمزد,1
1039,سرشیفت مرکب سازی,3
1040,سرشیفت ومکانیک بافندگی,3
1041,سرشیفت کنترل کیفیت وآزمایشگاه فولادسازی,3
1042,سرشیفت کوره های دکور,3
1043,سرپرستی تضمیت کیفیت,3
1044,سرکارگرماشین چی ورق,3
1045,کارمند واحد پشتیبانی فنی تولید,4
1046,کاردان مراقب سلامت ماما,3
1047,کارشناس حسابداری خرید و قیمت تمام شده,2
1048,پرورش دهندگان دام های گوشتی و شیرده,6
1049,معاون اموراداری,1
1050,متصدی کنترل تلمبه آب,8
1051,معاون اموزش وپژوهش,1
1052,مسئول تعمیرات ونگهداری دیگ بخار تاسیسات,3
1053,کارشناس شبکه های رایانه ای,2
1054,کارگر ریسندگی دوم بخش پلی استر,8
1055,کمک سرپرست بایشگاه غذاخوری,5
1056,کمک سرپرست دستکش صنعتی,3
1057,کارشناس مسئول نظارت برموادغذایی وآشامیدنی,2
1058,متصدی گرانول سازی,8
1059,کارمند تحویل,4
1060,کارشناس اداری وپشتیبانی,2
1061,کاردان دبیرخانه و بایگانی شرکت,4
1062,نظافتچی ریسندگی وو,9
1063,کارگرلاک داخل,8
1064,کارگرمتخصص تعمیر مکانیک بویلر,7
1065,کارگرموتورخانه,8
1066,کمک فورمن نصب مخازن و بتن مواد عایق,3
1067,تعمیربرق دستگاهای صنعتی,7
1068,کمک سرشیفت اتاق فرمان,3
1069,کمک سرپرست کارخانه دان,3
1070,کمک متصدی دستگاه روکش,8
1071,سرشیفت انبار ضایعات,3
1072,سرشیفت برق ریخت,3
1073,سرپرست مدیریت ارتباطات و روابط بین الملل گروه,1
1074,متصدی مکانیکی ماشین الات,7
1075,کاردان بهره برداری وتعمیرات برق یک,3
1076,مکانیک تریلرهای سنگین,7
1077,کاردان امور پردازش اطلاعات,3
1078,مکانیک ارشد ماشین آلات سبک,7
1079,کارشناس دریافت وپرداخت,2
1080,کارشناس مسئول امورپیمانها,2
1081,کارشناس خدمات فنی مشتریان ed,2
1082,کاردان جوشکاری,3
1083,کارگرتکمیل پتو,8
1084,کارگرحلاجی ماشینکارحلاجی وخشک کن,8
1085,استادکار نقاش صنعتی,7
1086,اپراتور دستگاه طعم زن پیاز,8
1087,کمک انباردار خارج از کارخانه,4
1088,اپراتور ارشد ماشین آلات صنعتی,8
1089,تکنیسین عملیات سنگ شکن و آگلومره,3
1090,تکنیسین کنترل و ابزار دقیق,3
1091,جاشو کشتی دوبه بر,8
1092,رئیس بخش کنترل میکروبی,1
1093,راننده درجه آموزشی جرثقیل معدن,8
1094,رییس تعمیرات و سرویسهای ریخته گری مداوم,1
1095,صفحه تراش سه,7
1096,سرپرست قسمت بسته بندی انتی بیوتیک,3
1097,متصدی بهداشت صنعتی,3
1098,متصدی تجهیزات اختصاصی حفاظت فیزیکی و عملیات,5
1099,متصدی تعمیرات کمپرسورها,7
1100,متصدی تهیه خمیرشکلات,8
1101,سرپرست نقاشی وتزئینات,3
1102,مدیرعامل باشگاه فرهنگی ورزشی,1
1103,مسوول فرمانده یگان,1
1104,معاون مدیر خدمات پشتیبانی,1
1105,کارشناس عامل ذیحسابی,2
1106,کارگر تولیدی دمپایی,8
1107,کارگر خوراک ریز بخش دامداری,9
1108,کارگر ساده خدمات,9
1109,سرپرست نت برق پرس شاپ,3
1110,سرپرست کارگاه اسپول سازی,3
1111,فورمن برق و ابزاردقیق,3
1112,فورمن تعمیرات ابزارآلات,3
1113,سرپرست حقوق و دستمزد و سهام,3
1114,فروشنده دوره گرد,9
1115,مسئول آمار و اطلاعات فروش,4
1116,مسئول اپراتور,3
1117,مونتاژتوزیع نقاشی وتکمیل مونتاژکارو,8
1118,کاردان اداری وخدمات,3
1119,کارشناس بازرسی،ارزیابی عملکردوپاسخگویی به شکایات,2
1120,کارپرداز و مسئول خدمات مرکز مولائی,4
1121,کارگری بسته بندی کشتارگاه مرغ,9
1122,کارگری قنادی,7
1123,جوشکار قسمت مونتاژ,7
1124,رئیس گروه مصنوعات نیمه ساخته شده,3
1125,سرپرست اداره مدیرامور,3
1126,شارژ و دشارژکننده باتری اتومبیل,7
1127,مدیر دفتر بهره وری منابع انسانی,1
1128,مدیر سازماندهی آموزش و توسعه منابع انسانی,1
1129,مسئول دفتر پشتیبانی فرآیندها و سیستم ها,3
1130,کارشناس امور فنی اتومکانیک,2
1131,پرورش گیوی,6
1132,کارشناس پردازش اطلاعات,2
1133,کارشناس مسئول آموزش متوسطه راهنمای,2
1134,کارشناس بودجه بخش انفورماتیک,2
1135,فورمن مونتاژ قفسه نورد,3
1136,متصدیسالنشربتسازی دستگاهتهیهلیتریدوج,8
1137,مسئول بخش برنامه ریزی نت قالب,3
1138,کارشناس عیب یابی خطوط زمینی,2
1139,متصدی دودستگاه اسیاب گرانول سازی,8
1140,مدیر امور مهندسی برق,1
1141,مشاور اقتصادی مدیرعامل,2
1142,کارشناس شیفت بهره برداری,2
1143,متصدی دستگاه فراوری سنگ,8
1144,کارشناس ارشد پیمان و رسیدگی,2
1145,کارشناس ارشد مهندسی cng,2
1146,نمونه بردارارشدمعدن,3
1147,کارشناس سلامت وتندرستی,2
1148,کارشناس مدیریت انرژی وکارآئی تجهیزات بویلر,2
1149,کارگرمکانیکی ماشین الات صنعتی تصفیه اب,7
1150,کارگرنظافت,9
1151,کارگرپخت وسفیدگری,8
1152,کارگرپرس پلاستیک,8
1153,استاد کار ارشد فرزکاری,7
1154,اپراتور دستگاه اکسپندر یونولیت,8
1155,کارگرفنی شابرزن تولید,7
1156,تکنسین مصارف سنگین ووصول مطالبات,3
1157,تعمیرکارمکانیک کنورتور ومیکسر,7
1158,رئیس ناحیه تولید شیمیایی بخش اکریلیک,1
1159,رئیس کارگاه آماده سازی و ارسال محصول,1
1160,کنترل چی اتوبوس بین شهری,5
1161,اپراتوربرش سنگین,8
1162,تکنسین نوبتکار برق,3
1163,تکنسین وتعمیرات غلتک,3
1164,تکنسین کنترل کیفیت قطعات ورودی و ساخت,3
1165,راننده کامیون سنگین جمع اوری وحمل زباله شهری,8
1166,سرپرست تعمیرات مکانیک آمونیاک,3
1167,سرگروه شیفت رانندگان جرثقیل ها,3
1168,کارگر فنی نت و ریل و ابنیه,7
1169,مسیول دفتر مدیر طراحی بدنه,3
1170,کارشناس تحقیقات فنی و مهندسی,2
1171,مسیول حسابداری اموال انبار و بایگانی,3
1172,کارشناس تاسیسات حرارتی و برودتی,2
1173,معاون ابتدایی,1
1174,کارشناس تبادلات دارو,2
1175,کارشناس آمار و سیستم های منابع انسانی,2
1176,ورقکار و جوشکار درجه 2,7
1177,کارگر نظافت ساختمان,9
1178,کارگر هیدرو تست تولید,8
1179,انبارخط تولید,4
1180,اپراتورتست وفازپنج شاخه,8
1181,اپراتورتهیه بهداشتی,8
1182,دامدار به روش سنتی,6
1183,دامدار تواما زراعتکارو باغدار,6
1184,تعمیرکار خطوط تلفن,7
1185,رئیس سالن تولید ریخته گری,3
1186,کاردان طرح و توسعه اجرا,3
1187,کارگربرس وتراش,8
1188,کارگربرش یکطرف صحافی درجه 2,7
1189,انباردارارشددرواحدانبارمحصول,4
1190,کمک مکانیک صنعتی,7
1191,جوشکار مونتاژ کمپرسور,7
1192,رئیس اداره همطرازی,1
1193,مسئول کنترل و پایش فرآیندهای مالی,3
1194,کارگر حمل بخش اکریلیک,9
1195,اداره امور مالی و اموال اداره کل راه اهن شمالغرب مسئول امور مالی,1
1196,اداره سیر و حرکت اداره کل راه اهن تهران رئیس ایستگاه جانشین,1
1197,اداره سیر و حرکت اداره کل راه اهن تهران رئیس ایستگاه رباط کریم,1
1198,اپراتورپمپ اب,8
1199,تکنسین برق تجهیزات القایی,3
1200,تکنسین برق و ابزار دقیق قسمت تعمیرات بخش پلی استر,3
1201,تکنسین پالایش,3
1202,تکنیسین پشتیبانی ریخته گری و ارسال محصول,3
1203,سرپرست نوبتکارماشین کاغذخط تولیدکاغذ,3
1204,سرپرست کنترل ساخت,3
1205,قالب گیروریخته گری,7
1206,سرکارگرانبارمحصول,3
1207,ماشین نویس,4
1208,کارشناس مسئول خدمات پژوهشی,2
1209,مسئول نگهداری و تعمیرات مکانیک ذوب,3
1210,کارشناس مسئول گروه برنامه ریزی اموزشی,2
1211,مسئول تعمیرات و نوسازی قطعات برقی,3
1212,کارگر تهیه قند,8
1213,کارشناس مسؤل اداره تحلیل اطلاعات و آمار,2
1214,کارشناس امور توان بخشی مبتنی بر جامعه,2
1215,استادکار مکانیسین نیروگاه,7
1216,استادکارارماتوربند,7
1217,اپراتور دستگاه قیف زن کیک کلوچه و بیسکوییت,8
1218,اپراتور دستگاه منگنه زن کفش,8
1219,برشکار رویه کفشهای نیمه چرمی,7
1220,تکنسین کوره آهک,3
1221,رئیس اداره رفاه دانشجویی کارشناس,1
1222,متصدی ایمنی وبهداشت صنعتی,3
1223,سرپرست شیفت آسیاب موادخام خط,3
1224,مدیر ممیزی اسناد مالی,1
1225,نظافتچی میکسینگ کلندرجدید,9
1226,کارشناس مسئول پیش بینی عددی وضع هوا ومدیریت بحران,2
1227,متصدیان ورود اطلاعات,4
1228,کارشناس جاده سازی و ماشین آلات,2
1229,مسئول تعمیرات مکانیکی معدنی,3
1230,مسئول خدمات نقلیه,1
