title_norm,label_1,isco_sub_major_group
کاربردار خیاطی چرمی,7,75
کاربردارخیاطی نیمه چرمی,7,75
کاربند,7,75
کاربندبافندگی,7,75
کاربیت کاری,7,72
کارت بافی,7,75
کارتاکن,7,73
کارتمام کن,7,75
کارتن بند,7,75
کارتن بندی ورنگ زنی,7,75
کارتن سازی میوه,7,75
کارجه درجه 2 فیلر,7,75
کارخانه جوشکاروبرشکاردرجه,7,72
کاردان آهنگری,7,72
کاردان ابکاری,7,72
کاردان اتومکانیک,7,72
کاردان اسیدشوئی قطعات واماده سازی باطری و,7,72
کاردان الکترومکانیک خارج کارگاه,7,74
کاردان الکتریکی,7,74
کاردان ام دی اف,7,75
کاردان اکسل وانت,7,72
کاردان اکسل پراید,7,72
کاردان بافندگی,7,75
کاردان بالانس,7,72
کاردان برق ترانس,7,74
کاردان برق مکانیزمهای بالابر,7,74
کاردان برق کلیدهای مصرف داخلی,7,74
کاردان بیسیم وتعمیرکارمخابرات,7,74
کاردان تا سیسات تهویه مطبو ع,7,71
کاردان تاسیسات تونل,7,71
کاردان تاسیسات زیربنایی فرودگاهی,7,71
کاردان تاسیسات سطح,7,71
کاردان تجهیزات فشارقوی وترانسفورماتور,7,74
کاردان تز ئینات,7,71
کاردان تعمیر و نگهداری واحد نقلیه,7,72
کاردان تعمیرات اسلاید گیت پاتیل,7,72
کاردان تعمیرات لوازم سرمایشی و گرمایشی,7,74
کاردان تعمیرات پمپ و کمپرسور,7,72
کاردان تعمیروتنظیم حفاظت های الکتریکی,7,74
کاردان تعمیروتنظیم شارژر وباطری,7,74
کاردان تعمیرونگهداری تجهیزات اتاق عمل,7,74
کاردان تعمیرکارcsr,7,72
کاردان تعویض سوخت و تعمیرات راکتور,7,72
کاردان تولید رنگهای صنعتی و ساختمانی,7,75
کاردان تولید سوهان,7,75
کاردان تولید شات پلاست,7,75
کاردان جبرانساز کوره,7,72
کاردان جریان ضعیف,7,74
کاردان جلوبندی,7,72
کاردان جوش برش و آهنگری,7,72
کاردان جوشکاری تونل,7,72
کاردان داربست,7,71
کاردان درودگری,7,75
کاردان ذوب,7,72
کاردان روسازی,7,71
کاردان ساخت قالبهای موقت و مدلهای حجمی,7,75
کاردان ساخت قطعات الکترومکانیک,7,74
کاردان ساخت قطعات بدنـه,7,72
کاردان ساخت مدلهای فومی,7,75
کاردان ساختمان گروه کودکان دندانپزشکی,7,71
کاردان سیم پیچی وعایقکاری,7,74
کاردان شات بلاست,7,72
کاردان شستشووالکتروفروز,7,72
کاردان شستشوی شیمیایی,7,72
کاردان شیرآلات لوله ها و مخازن مدار دوم,7,72
کاردان صافکاری,7,72
کاردان عیب یابی مدارات رله,7,74
کاردان عیب یابی کابل وتجهیزات فشارقوی,7,74
کاردان فشار قوی,7,74
کاردان لیتوگرافی,7,73
کاردان ماشین کاری و جوش,7,72
کاردان مایع نافذ و ذرات مغناطیسی و کنترل نشتی,7,72
کاردان واگن,7,72
کاردان پلها,7,71
کاردان پوسته,7,71
کاردان کارگاه نوسازی,7,71
کاردان کارگاه های ساخت منطقه تحت کنترل,7,71
کاردرتابلوهای برق پست زمینی,7,74
کاردرقسمت ساختمانی,7,71
کاردستی,7,73
کاررنگریزی نخ,7,75
کارشناس آج زنی سوهان,7,72
کارشناس آسفالت جداول معابر و پیاده رو,7,71
کارشناس آهنگری,7,72
کارشناس ارشد سیم کش و تعمیرکاربرق,7,74
کارشناس ارشدتولید تعمیرکارالکتریکی,7,74
کارشناس ارشدتولید ذوب فولادسازی,7,72
کارشناس ارشدتولید فرمن اهنکاری,7,72
کارشناس ارشدتولیددرجه سرگروه کارگاه مونتاژ,7,72
کارشناس ارشددرجه فرزکار,7,72
کارشناس ارشددرجه و مونتاژکار,7,72
کارشناس ارشدو فرمن تراشکاری,7,72
کارشناس اسکلت سازی,7,71
کارشناس اسکلت فلزی و عملیات حرارتی,7,72
کارشناس اسکلتبندی و تعمیرات داخلی,7,71
کارشناس اشیانه هواپیماهای سبک,7,71
کارشناس الگوبرداری,7,75
کارشناس انگ فلزات گرانبها,7,73
کارشناس بازدید و سرویس خط گرم,7,74
کارشناس بازدیدوتعمیرات خطوط و معابر,7,71
کارشناس بازسازی قطعات توربین,7,72
کارشناس بازسازی محصولات مرجوعی,7,72
کارشناس بافت ریزی,7,72
کارشناس برش و پرس,7,72
کارشناس تابلو نویسی,7,73
کارشناس تراورس چوبی,7,75
کارشناس تزئینات,7,73
کارشناس تعمیر ماشین آلات رفت و روب,7,72
کارشناس تعمیر و آماده ساز هادی و استند,7,74
کارشناس تعمیر و نوسازی قطعات موتوری واگن,7,72
کارشناس تعمیرات c.w.p,7,72
کارشناس تعمیرات tv,7,74
کارشناس تعمیرات آزمایشگاه رلیاژ,7,74
کارشناس تعمیرات آنالوگ و فاین,7,74
کارشناس تعمیرات آنالیزروغن صوت و دما,7,74
کارشناس تعمیرات ارابه فرود,7,72
کارشناس تعمیرات الکتریک hv,7,74
کارشناس تعمیرات الکتریک lv,7,74
کارشناس تعمیرات باطری شارژها و ups,7,74
کارشناس تعمیرات برق خط کلاف پیچ,7,74
کارشناس تعمیرات تجهیزات پمپ ها و تجهیزات کمکی و تصفیه خانه,7,72
کارشناس تعمیرات حمل نی مستقیم,7,72
کارشناس تعمیرات حمل و فرآوری سرباره,7,72
کارشناس تعمیرات درایو,7,74
کارشناس تعمیرات روشنائی معابروتعادل بار,7,74
کارشناس تعمیرات زیرآبی,7,72
کارشناس تعمیرات سرچاهی,7,72
کارشناس تعمیرات سیستم های اعلام و اطفا,7,74
کارشناس تعمیرات فیدپمپ و b.c.p,7,72
کارشناس تعمیرات منازل سازمانی,7,71
کارشناس تعمیرات مکانیک اسکین پاس,7,72
کارشناس تعمیرات مکانیک اسید شویی,7,72
کارشناس تعمیرات مکانیک برج و مبدل,7,72
کارشناس تعمیرات مکانیک جنبی و کوره های پاتیلی dh rh,7,72
کارشناس تعمیرات مکانیک واحد مواد خام,7,72
کارشناس تعمیرات مکانیک واحدهای آماده سازی خوراک و آروماتیک,7,72
کارشناس تعمیرات مکانیک پمپها،فن ها ولانگستروم,7,72
کارشناس تعمیرات و برنامه ریزی کنتور,7,74
کارشناس تعمیرات و تاسیسات نوارنقاله و داربست فلزی,7,72
کارشناس جوش برش و اهنگری,7,72
کارشناس خردایش و دانه بندی سنگ,7,72
کارشناس خردایش و هموژن سازی,7,72
کارشناس درحه فرزکار,7,72
کارشناس دیزل ژنراتور,7,72
کارشناس ذوب سطح 1,7,72
کارشناس رابرلاینینگ,7,75
کارشناس رادیاتور,7,72
کارشناس راهبری جرثقیلهای سقفی,7,72
کارشناس رلیاژ,7,74
کارشناس رنگ آمیزی و بهسازی قطعات,7,75
کارشناس رنگ ماشین,7,72
کارشناس ریخته گری سطح 1,7,72
کارشناس ریخته گری سطح 2,7,72
کارشناس ساخت جیگ و فیکسچرهای تولیدی,7,72
کارشناس ساخت مواد لعاب,7,73
کارشناس ساخت و نوسازی درجه 1,7,72
کارشناس ساخت و نوسازی درجه 4,7,72
کارشناس سالن پرسکاری,7,72
کارشناس سالنهای بافندگی,7,75
کارشناس سرامیک,7,73.0
کارشناس سرمایش وگرمایش,7,72.0
کارشناس سرویس و نگهداری حوضچه و کانال خطوط زمینی,7,71.0
کارشناس سرویس پاتیل,7,72.0
کارشناس سوئیچ گیرهای فشار ضعیف متوسط قوی و روشنایی,7,74.0
کارشناس سوزن,7,72.0
کارشناس سیلندر سازی و مرکب سازی,7,72.0
کارشناس سیم پیچی و vpi,7,74.0
کارشناس شات بلاست,7,72.0
کارشناس شستشووالکتروفروز قدیم,7,72.0
کارشناس شکل دهی پلاستیک,7,75.0
کارشناس صحافی و مرمت منابع چاپی کتب پایاننامهها و نشریات,7,73.0
کارشناس طاقه پیچی,7,75.0
کارشناس فایبرگلاس,7,75.0
کارشناس فریمینگ,7,71.0
کارشناس فنی در کارگاه مدلسازی,7,72.0
کارشناس فنی درجه و مونتاژکار,7,72.0
کارشناس فنی درکارگاه ذوب,7,72.0
کارشناس فنی سیم کش وتهمیرکاربرق,7,74.0
کارشناس فنی چاپ,7,73.0
کارشناس فورج,7,72.0
کارشناس قلبسازی و مدلسازی,7,72.0
کارشناس لایروبی اجراء,7,71.0
کارشناس لایروبی و تعمیرات ساختمان,7,71.0
کارشناس مسئول اسکارفینگ,7,72.0
کارشناس مسئول تعمیرات ابزاردقیق و الکترونیک اوره گرانول,7,74.0
کارشناس مسئول تعمیرات اسید چرب و گلیسیرین,7,72.0
کارشناس مسئول تعمیرات غرب,7,72.0
کارشناس مسئول تعمیرات واحدنسوزفولادسازی,7,72.0
کارشناس مسئول تعمیرات وتاسیسات فاضلاب,7,71.0
کارشناس مسئول تعمیرگاه و pmماشین آلات سنگین,7,
کارشناس مسئول ذوب و ریخته گری آلومینیوم,7,72.0
کارشناس مسئول رلیاژ و عیب یابی کابل,7,74.0
کارشناس مسئول ساخت داخل قطعات غیرفلزی,7,75.0
کارشناس مسئول سیم پیچی,7,74.0
کارشناس مسئول فاین مکانیک واحدهای بخاروسیکل ترکیبی,7,72.0
کارشناس مسئول ماشین سازی در شیفت,7,72.0
کارشناس مسئول ماهیچه گیری,7,72.0
کارشناس مسئول نت آسانسور,7,72.0
کارشناس مسئول نت ادوات و دنباله بندها,7,72.0
کارشناس مسئول نصب وراه اندازی پمپ,7,72.0
کارشناس مسئول نگهدای وتعمیرات ریل باس,7,72.0
کارشناس مسئول چرخ و محور,7,72.0
کارشناس مسئول کارگاه اتوماتیک,7,72.0
کارشناس مسئول کارگاه عروسک سازی,7,75.0
کارشناس مسئول کمپرسورها و سیستم تهویه,7,72.0
کارشناس مسول حفظ واحیاصنایع دستی,7,73.0
کارشناس مسیول تهویه و تبرید,7,72.0
کارشناس نگهداری و تعمیرات بالانس,7,72.0
کارشناس نگهداری و تعمیرات بریکرها,7,74.0
کارشناس نگهداری و تعمیرات سیستمهای dc دیزل و حفاظت کاتدیک,7,74
کارشناس نگهداری و تعمیرات مبدلهای حرارتی توربین هال و تاسیسات جانبی,7,72
کارشناس نگهداری وتعمیرات plc,7,74
کارشناس نگهداری وتعمیرات اندازه گیری حرارت آنالیز وکالیبراسیون,7,74
کارشناس نگهداری وتعمیرات تاسیسات سرمایشی و گرمایشی وتهویه مط,7,72
کارشناس هم محورسازی و بالانس,7,72
کارشناس وایرکات و دریل اسپارک,7,72
کارشناس ورقکوبی,7,72
کارشناس وکارمندتعمیرات جیگ,7,72
کارشناس چیلر,7,72
کارشناس کروم کاری,7,72
کارشناس کوره,7,72
کارشناس کوره نوردها,7,72
کارشناس کوره های کلسیناسیون,7,72
کارشناس کوره و lf,7,72
کارشناس گیربکس نیسان و تیبا,7,72
کارشناس گیربکس پراید,7,72
کارشنای خدمات عمومی ساخت تونل و ایستگاههای مترو خط,7,71
کارشنایس فنی لعاب,7,73
کارشنس طراحی تغییرات و اصلاح قالب,7,72
کارلاشماررنگرزی,7,75
کارمند بازرسی کنترل شیشه,7,73
کارمند برق صنعتی,7,74
کارمند برق و اتوماسیون اداری,7,74
کارمند تاسیات هتل,7,71
کارمند تعمیر و نگهداری خودرو ها و لیفتراک,7,72
کارمند تعمیرات ساختمانهای اداری و صنعتی,7,71
کارمند رنگ آمیزی و بهسازی قطعات,7,72
کارمند سفال,7,73
کارمند سنگ,7,71
کارمند فرزکاری تراشکاری ابزاروسریساز,7,72
کارمند نصب و انشعاب,7,71
کارمنداتلیه,7,73
کاره دقت رنگ آمیزی وآبشار,7,72
کارور بتن,7,71
کارور برق,7,74
کارور تاسیسات,7,71
کارور ریل بندی تونل,7,71
کارور ساخـت,7,71
کارور عملیات ساختمانی,7,71
کارور مکانیک,7,72
کاروربهره برداری وتعمیرات تاسیسات,7,71
کاروربهره برداری وتعمیرات ساختمان,7,71
کارورتعمیرات مکانیکی ماشین آلات,7,72
کارورز آج زنی سوهان,7,72
کارورز تعمیرکار تاسیسات و اپراتور دیگ بخار و تهویه,7,72
کارورز سنگ زنی جوشکاری,7,72
کارورز شات بلاست,7,72
کارورز کارگاه برق تعمیرگاه مرکزی,7,74
کارورزریخته گری کمک سرپرست,7,72
کارورزسری تراشی کمک سرپرست,7,72
کارورساخت وتولید,7,72
کارورصحافی,7,73
کارورنجاری,7,75
کارورچاپ,7,73
کارپرداز برش استری وکفی,7,75
کارپرداز دوبلاژ پارچه,7,75
کارپرداز دور گیر,7,75
کارپرداز ساخت تکمیلی,7,71
کارپردازاستردوزی,7,75
کارپردازبرش استری وکفی ولایی,7,75
کارپردازبرش زیره وکفی,7,75
کارپردازبرش لاستیک,7,75
کارپردازخیاطی,7,75
کارکرتولیدبتن,7,71
کارکرسری تراش فلاویل سرسیلندر,7,72
کارکرکنترل صافکاری,7,72
کارکش استری,7,75
کارکش درجه واحدکتانی,7,75
کارکش دوبلاژپارچه,7,75
کارکش سر پنجه,7,75
کارکش پاشنه,7,75
کارکش پاشنه وپستائی شوروکتانی استری,7,75
کارکش پستائی شورو,7,75
کارکش کتانی,7,75
کارکش کفاش,7,75
کارکش کفش شبرو,7,75
کارکشی کفش,7,75
کارکن بخش تاسیسات برق,7,74
کارکنان اجرای طرح های عمرانی یا ساختمان سازی و کارکنان حرفه های مرتبط به جز برق کارها,7,71
کارکنان اسکلت بندی راه و ساختمان و مشاغل مربوط,7,71
کارکنان امور چاپ و مشاغل مربوط,7,73
کارکنان تراشکاری,7,72
کارکنان دباغی,7,75
کارکنان دیگ بخاروتهویه,7,72
کارکنان صنایع دستی,7,73
کارکنان صنایع دستی ساخته شده از چوب نی و مواد مشابه,7,73
کارکنان صنایع دستی طبقه بندی نشده در جای دیگر,7,73
کارکنان صنایع دستی چوبی پارچه ای چرمی و مواد مشابه,7,73
کارکنان صنعت پوشاک کفش و محصولات و حرفه های مرتبط,7,75
کارکنان فلزکاری ماشین آلات فلزکاری و کارکنان حرفه های مرتبط,7,72
کارکنان مشاغل مربوط به برق و الکترونیک و کارکنان حرفه های مرتبط,7,74
کارکنان مشاغل مرتبط با اسکلت ساختمان و کارکنان حرفه های مرتبط طبقه بندی نشده در جای دیگر,7,71
کارکنان نساجی به جز قالی بافی و گلیم بافی خیاطان و کارکنان مربوط,7,75
کارکنان کارهای تکمیلی ساختمان و کارکنان حرفه های مرتبط,7,71
کارگ خدمات صحافی,7,73
کارگاه تولید تیرچه بلوک,7,71
کارگاه تولیدکننده کندو عسل,7,75
کارگاه تولیدی لوازم نوزاد,7,75
کارگاه جمع آوری و دباغی پوست,7,75
کارگاه زرگری,7,73
کارگاه شاختمانی,7,71
کارگاه شیره پزی,7,75
کارگاه مبل,7,75
کارگاه مدل ساز,7,73
کارگاه مرکزی برق وسیم پیچی,7,74
کارگاه موزاییک سازی,7,71
کارگر آب کاری آویزی و چنگکی,7,72
کارگر آب کاری با طلا,7,72
کارگر آب کاری با فلزات گروه پلاتین,7,72
کارگر آب کاری با قلع,7,72
کارگر آب کاری با نیکل,7,72
کارگر آب کاری با کادمیوم,7,72
کارگر آب کاری بدون برق,7,72
کارگر آب کاری بشکه ای یا چرخشی,7,72
کارگر آب کاری فورتیک,7,72
کارگر آب کاری نواری,7,72
کارگر آبدیده کردن فلزات,7,72
کارگر آجرچینی,7,71
کارگر آسترسازی,7,75
کارگر آستری زن لعاب,7,73
کارگر آلومین زن ستر و پلیت نسوز,7,72
کارگر آماده سازی خودرو,7,72
کارگر آهنگر کوره دار,7,72
کارگر آهنگری و پالت سازی,7,72
کارگر ابزارمند,7,72
کارگر ابنیه,7,71
کارگر اتاق رنگ تکمیل,7,72
کارگر اتاقسازی,7,72
کارگر اتلیه انبار تراشکاری,7,72
کارگر اجر کاری,7,71
کارگر اجرای روکش گالوانیره,7,72
کارگر اجرچین وتخلیه کوره,7,71
کارگر احداث بنا,7,71
کارگر احداث خطوط زمینی,7,71
کارگر احداث خطوط هوایی فشارضعیف,7,74
کارگر احداث لوله,7,71
کارگر ارتفاع کار ساختمان,7,71
کارگر ارشد دنده فلایول,7,72
کارگر ارشد عمران,7,71
کارگر ارشد لعاب کاری در شرکت آردل,7,73
کارگر ارشد مقدمات قالی,7,75
کارگر ارشد پمپ اب,7,72
کارگر ارشدنجاری,7,75
کارگر ارشدپمپ روغن,7,72
کارگر ازرو بافنده,7,75
کارگر استادبنا,7,71
کارگر اسپلایس,7,74
کارگر اسکرت بورد و سرویس تجهیزات حفاظتی نوارها,7,72
کارگر اطاقساز,7,72
کارگر الکترو پولیش فلزات,7,72
کارگر الکترو گالوانیزه,7,72
کارگر الکتروفورمینگ,7,72
کارگر الکتروپلیتینگ,7,72
کارگر الیاژسازی صفحه سازی,7,72
کارگر ام دی اف,7,75
کارگر اماده سازی لعاب,7,73
کارگر امدادوتعمیرات انشعاب,7,71
کارگر انشعاب برق,7,74
کارگر اهار مقدمات حریر بافی,7,75
کارگر اهن رسانی,7,72
کارگر اپاراتی,7,75
کارگر اکتشاف زغال سنگ,7,72
کارگر اکسیدسازی صفحه سازی,7,72
کارگر با مهارت رانندگی و جوشکاری,7,72
کارگر بابیت ریزی,7,72
کارگر باد بندسازی,7,72
کارگر بتون ریزی چاه نفت و گاز,7,71
کارگر بخش تعمیرات و خرابی,7,72
کارگر براق کار پولیش دستی,7,72
کارگر برس سیمی چرم دستی,7,75
کارگر برس مویی چرم دستی,7,75
کارگر برش ایتالیایی,7,72
کارگر برش با اره دیسکی آب صابونی,7,72
کارگر برش با اره نواری,7,72
کارگر برش قطعات,7,72
کارگر برش قطعات آبگرمکن,7,72
کارگر برش لوله و خم لوله,7,72
کارگر برش و پرس جدیدالاستخدام,7,72
کارگر برش و پرس درجه 4,7,72
کارگر برش پاکت,7,73
کارگر برش پتو,7,75
کارگر برش پلاسما,7,72
کارگر برشکار ضایعات ذوبی,7,72
کارگر برشکار و اره تیزکنی,7,72
کارگر برق کار کیلو وات,7,74
کارگر بریس ساز,7,73
کارگر بطرزنی,7,73
کارگر بلوک زنی تولید,7,71
کارگر بلوک ساز,7,71
کارگر بلوک سازی راهسازی وساختمان,7,71
کارگر بلوک کشی دور حیاط,7,71
کارگر بندکش کفش دستی,7,75
کارگر بیسکویت ساز,7,75
کارگر تابدهنده وصافکاری,7,72
کارگر تابلوساز برق,7,74
کارگر تاسیسات برق و مخابرات,7,74
کارگر تجزیه الکتریکی مواد معدنی,7,72
کارگر تجزیه چربی وگلیسرین درجه 1,7,75
کارگر تخته کوب,7,75
کارگر تراشکاری شرکت یزد لوله,7,72
کارگر ترانشه و چوبستکار معدن,7,71
کارگر ترانشه واکلون,7,71
کارگر ترمیم,7,72
کارگر تزییناتی اتومبیل,7,72
کارگر تست و شارژ باطری,7,74
کارگر تستهای غیر مخرب,7,72
کارگر تشک سازی,7,75
کارگر تعمیر مخزن فلزی,7,72
کارگر تعمیر گیربکس و فرمان,7,72
کارگر تعمیرات grp,7,75
کارگر تعمیرات آبفا,7,71
کارگر تعمیرات اجاق بطور موقت روزمزد,7,72
کارگر تعمیرات بدنه کشتی,7,72
کارگر تعمیرات بیولیچینگ,7,72
کارگر تعمیرات جت زنی,7,72
کارگر تعمیرات دوره ای ac dc پستهای انتقال,7,74
کارگر تعمیرات دوره ای kv20 پستهای فوق توزیع,7,74
کارگر تعمیرات رله ها و دستگاههای اندازه گیری,7,74
کارگر تعمیرات ریل و ابنیه,7,71
کارگر تعمیرات شبکه هوایی و زمینی فشار ضعیف,7,74
کارگر تعمیرات طرح دانه بندی,7,72
کارگر تعمیرات فلوتاسیون,7,72
کارگر تعمیرات مکانیک درجه و و,7,72
کارگر تعمیرات و کنترل دستگاه ها مخازن,7,72
کارگر تعمیرسیلندر,7,72
کارگر تعمیرو نصب خطوط لوله,7,71
کارگر تعمیرو نصب خطوط لوله درجه 3,7,71
کارگر تعمیرکار محصول تعمیرکار لوله های بتنی,7,71
کارگر تمپرسرشیفت قالب سازی,7,72
کارگر تهویه مطبوع نیروگاه,7,72
کارگر تهیه ماسه ریخته گری,7,72
کارگر تهیه پرداخت اکریلیک,7,75
کارگر تورباف,7,75
کارگر توسعه وتعمیرات,7,72
کارگر تولید cnc1,7,72
کارگر تولید cnc2,7,72
کارگر تولید cnc3,7,72
کارگر تولید آسانسور,7,72
کارگر تولید اسکلت سازی,7,72
کارگر تولید بید سازی,7,75
کارگر تولید تیر بتنی,7,71
کارگر تولید خمیر شیرینی پزی دستی,7,75
کارگر تولید خمیر نان دستی,7,75
کارگر تولید در وپنجره اهنی,7,72
کارگر تولید دیوار بتنی پیش ساخته,7,71
کارگر تولید رزوه,7,72
کارگر تولید سرسیلندر,7,72
کارگر تولید سرمایش وگرمایش,7,72
کارگر تولید سوراخکاری ونقاشی,7,72
کارگر تولید سی ان سی,7,72
کارگر تولید صفحه سازی,7,73
کارگر تولید لباس,7,75
کارگر تولید نسوزکاری,7,71
کارگر تولید ورقکوبی,7,72
کارگر تولیدات روشویی سرامیکی,7,73
کارگر تولیدنوسازی,7,71
کارگر تون آپ اتومبیل,7,72
کارگر تونل و کانال کش و لوله کش,7,71
کارگر تویی سازی,7,75
کارگر تکمیل شوفاژ,7,72
کارگر تکمیل پایه برق,7,74
کارگر تیرچه بلوک,7,71
کارگر تیزکن,7,72
کارگر تیپ سازی و نسوزچینی,7,71
کارگر جدول ساز,7,71
کارگر جدول کشی,7,71
کارگر جدول کشی خیابان,7,71
کارگر جلوبند ساز,7,72
کارگر جوش القایی اتومات,7,72
کارگر جوشکار آلیاژ,7,72
کارگر جوشکار و لوله کش درجه 2,7,71
کارگر جوشکار و لوله کش درجه یک,7,71
کارگر جوشکار کارخانه فولاد,7,72
کارگر جوشکاروتست پلیت,7,72
کارگر جوشکاری آبرسانی,7,71
کارگر حفاری dth,7,71
کارگر حفاری داخل چاه,7,71
کارگر حفاری زغال,7,71
کارگر حفاری ساحلی نفت و گاز,7,71
کارگر حفاری سنداژ,7,71
کارگر حفاری لوله گاز,7,71
کارگر حفاری و پمپاژ حفاری,7,71
کارگر حفاری و کمک و استادکارحفاری,7,71
کارگر حفاری کوبه ای یا کابلی نفت و گاز,7,71
کارگر حوله بافی,7,75
کارگر خدمات برق و ابزار دقیق,7,74
کارگر خدمات فنی ساختمان درجه1,7,71
کارگر خدمات فنی ساختمان درجه4,7,71
کارگر خدمات فنی ساختمان و خطوط ریلی درجه 5,7,71
کارگر خدمات فنی نت هوزینگ و ماشین مخصوص,7,72
کارگر خدمات نجاری سطح 1,7,75
کارگر خدمات نجاری سطح 2,7,75
کارگر خدمات نجاری سطح 3,7,75
کارگر خدمات نجاری سطح 4,7,75
کارگر خط گونی بافی خیاط,7,75
کارگر خطوط و پستهای هوایی,7,74
کارگر خیاطی چرخ اول,7,75
کارگر داربست بندساختمان,7,71
کارگر دایکست,7,72
کارگر دباغ,7,75
کارگر درب ساز,7,75
کارگر درب و بدنه و پرسکار,7,72
کارگر درجه 1 جرثقیل دستی امور متالورژی,7,72
کارگر درجه 1 عملیات حرارتی,7,72
کارگر درجه 2 جرثقیل دستی امور متالورژی,7,72
کارگر درجه 2 عملیات حرارتی,7,72
کارگر درجه 3 تهیه ذوب چدن,7,72
کارگر درجه 3 عملیات حرارتی,7,72
کارگر درجه 4 تهیه ذوب چدن,7,72
کارگر درجه 4 عملیات حرارتی,7,72
کارگر درجه 5 عملیات حرارتی,7,72
کارگر درجه 6 عملیات حرارتی,7,72
کارگر درجه سندمیل,7,72
کارگر درجه یک رنگرزی,7,75
کارگر درجه یک سنگ زنی تکمیل لوله,7,72
کارگر درجه یک لوله ریزی,7,72
کارگر درجه یک نقاشی,7,71
کارگر دمیدن شیشه,7,73
کارگر دو ابکاری,7,72
کارگر دو ساخت,7,71
کارگر دوخت بلانکت,7,75
کارگر دوخت دمپایی,7,75
کارگر دوزه سازی,7,72
کارگر دویل معدن سرویس و نگهداری تجهیزات آن,7,72
کارگر دکل بند سیمکش خطوط فشارقوی,7,74
کارگر دیزل برق,7,74
کارگر دینام پیچ,7,74
کارگر ذوب قلع وسرب,7,72
کارگر رادیات ساز,7,72
کارگر راو قالی تکمیل قالی,7,75
کارگر رزوه,7,72
کارگر رزین کار,7,75
کارگر رنگ زنی و سوراخ کنی,7,72
کارگر رنگ سازی کوت,7,75
کارگر رنگرزی مخمل,7,75
کارگر روان کاری و روغن کاری,7,72
کارگر روانکار,7,72
کارگر روتوش کار و پاک کن شابلون,7,73
کارگر رویه کوبی,7,75
کارگر رویه کوبی مبلمان,7,75
کارگر ریخته گری تحت فشار دایکست,7,72
کارگر زیپ دوزی,7,75
کارگر ساب زن,7,72
کارگر سات قطعات فایبر گلاس,7,75
کارگر ساحتمانی,7,71
کارگر ساخت اواپراتور,7,72
کارگر ساخت تیر برق,7,71
کارگر ساخت جامدات,7,75
کارگر ساخت سازه برش نبشی,7,72
کارگر ساخت سازه خم,7,72
کارگر ساخت سازه مارک,7,72
کارگر ساخت سازه ورودی قطعات,7,72
کارگر ساخت سازه پانچ,7,72
کارگر ساخت سازه گوشه زنی,7,72
کارگر ساخت سفالسپورین خوراکی,7,75
کارگر ساخت سی ان سی بزرگ خروجی قطعات,7,72
کارگر ساخت صابون گلیسیرین,7,75
کارگر ساخت ظروف مصرفی سفالی,7,73
کارگر ساخت فیکسچر,7,72
کارگر ساخت قائم به شاغل,7,72
کارگر ساخت قطعات فلزی اتومبیل,7,72
کارگر ساخت لوازم بهداشتی ساختمان,7,73
کارگر ساخت نیمه جامدات,7,75
کارگر ساخت و ساز تونل های مترو,7,71
کارگر ساخت وتکمیل سنگکار ازمایشکر,7,71
کارگر ساخت پلیت گیوتین,7,72
کارگر ساخت گلدان سفالی,7,73
کارگر ساختمان شرکت مسکن مهر,7,71
کارگر ساختمانی و نسوزکاری درجه 3,7,71
کارگر ساختمانی و نسوزکاری درجه 4,7,71
کارگر ساختمانی و نسوزکاری درجه 5,7,71
کارگر ساده آرماتوربندی,7,71
کارگر ساده تعمیرات آسفالت جاده,7,71
کارگر ساده تعویض روغنی,7,72
کارگر ساده تفلون سازی,7,75
کارگر ساده تولید واحد کونل سازی و لوله مسی,7,72
کارگر ساده تولیدواحدبلوک,7,75
کارگر ساده لوله کش آب ساختمانی,7,71
کارگر سازنده چرم مصنوعی,7,75
کارگر سالن چوب رول برسالن چوب,7,75
کارگر ستگ فرز کاری,7,71
کارگر سر بند دستی مخمل,7,75
کارگر سراجی,7,75
کارگر سرمایش گالوانیزه,7,72
کارگر سرنج صفحه سازی,7,73
کارگر سرویس بافندگی قبل از طرح,7,75
کارگر سرکابل بند,7,74
کارگر سفال سازی,7,73
کارگر سفال طبرستان,7,73
کارگر سمباده زنی نئوپان,7,75
کارگر سنگ زن دستی درجه 3,7,71
کارگر سه لایی,7,75
کارگر سوراخ کاری,7,72
کارگر سولدرینگ,7,74
کارگر سپرسازی,7,72
کارگر سیاه کاری حرارتی فلزات,7,72
کارگر سیم پیچی و vpi,7,74
کارگر سیم کش احداث خطوط هوایی,7,74
کارگر سیم کشی ماشین,7,74
کارگر سینه بندسازی,7,75
کارگر شابرزنی فلزات,7,72
کارگر شاتون تراشی,7,72
کارگر شادولاین,7,71
کارگر شاموتکاری,7,71
کارگر شانه,7,75
کارگر شبکه برق رسانی,7,74
کارگر شبکه زنی صفحه سازی,7,73
کارگر شرکت اسانسور سازی ساختمان,7,72
کارگر فرش باف,7,75
کارگر فلکسیبل داکت,7,71
کارگر فنی آبرسانی,7,71
کارگر فنی آماده ساز ی پاتیل و تاندیش,7,72
کارگر فنی آماده سازی و تغذیه تختال,7,72
کارگر فنی احداث خطوط هوائی,7,74
کارگر فنی الکتروموتور,7,74
کارگر فنی اکتیوزدایی,7,72
کارگر فنی برشکاری تختال,7,72
کارگر فنی بند گیر,7,71
کارگر فنی بوژی,7,72
کارگر فنی تابندگی,7,75
