title_norm,label_1,isco_sub_major_group
مرکز نسوز فولادسازی کارورز مرتبه,7,72
مزدی دوز خیاط لباس پسرانه,7,75
مس شوئی,7,72
مس چکشی,7,72
مسؤل تاسیسات,7,71
مسؤل فلزکاری و مبدلکاری,7,72
مسئو ل برق شبکه,7,74
مسئو ل روشنایی,7,74
مسئول edpt و سیلرو قیرپاشی,7,71
مسئول hvac,7,71
مسئول mdf,7,75
مسئول pvc,7,75
مسئول آبکاری,7,72
مسئول آبکاری قطعات,7,72
مسئول آبکاری قلع و سرب,7,72
مسئول آبکاری متالیزه,7,72
مسئول آبکروم,7,72
مسئول آتشباری معادن,7,71
مسئول آتلیه گیربکس,7,72
مسئول آرموراد,7,72
مسئول آسانسور و جرثقیل,7,72
مسئول آستر,7,71
مسئول آستردوم,7,71
مسئول آستردوم رنگ قدیم,7,71
مسئول آلیاژسازی,7,72
مسئول آماتور بندی,7,71
مسئول آماده سازی رنگ آستری,7,71
مسئول آمارتور بندی,7,71
مسئول آهنگری شاسی,7,72
مسئول آپارات,7,72
مسئول آپاراتی خودروهای سنگین,7,72
مسئول ابزار سازی اتاقسازی و تریم,7,72
مسئول ابزار سازی مونتاژ و تعمیرات قالب,7,72
مسئول ابزار و روانکاری,7,72
مسئول ابزاربندی فرم دهی,7,72
مسئول ابزارتیزکنی,7,72
مسئول ابزارسازی سیم پیچی ومونتاژصنعتی,7,72
مسئول ابنیه,7,71
مسئول ابنیه تاسیسات,7,71
مسئول ابکاری,7,72
مسئول ابکاری آلومینیوم,7,72
مسئول اتاق رنگ,7,72
مسئول اتاق سازی,7,72
مسئول اتاق سازی بدنه پراید,7,72
مسئول اتاق طلا,7,73
مسئول اتاق نمونه ونمونه گیری چاپ ورنگرزی,7,73
مسئول اتاق پولیش,7,72
مسئول اتاقسازی شاسی و رنگ,7,72
مسئول اتاقسازی محصولات رده سبک و متوسط,7,72
مسئول اتاقسازی محصولات رده سنگین و نیمه سنگین,7,72
مسئول اتشبارمعدن,7,71
مسئول اتشباری وانفجار,7,71
مسئول اتشکاری,7,72
مسئول اتومکانیک,7,72
مسئول اجردستی وکوره چین,7,71
مسئول اره,7,75
مسئول اره تیزکن درجه 1,7,75
مسئول اره طولی بروعرض بر,7,75
مسئول اره های طولی,7,75
مسئول اره و بعد از پرس,7,75
مسئول اره وعضوگروه برش واتصالات,7,75
مسئول ارگاه مرمت اثار و اشیاء,7,73
مسئول استرکاری,7,71
مسئول استقرار و دمونتاژ,7,72
مسئول استقرار و نگهداری,7,72
مسئول اسکلت سازی کمپ,7,71
مسئول اشیانه هواپیما,7,72
مسئول اصلاح قطعات,7,72
مسئول اصلاح و رتوش اتکا,7,73
مسئول التراسونیک و چاپ,7,73
مسئول الکترواستاتیک,7,74
مسئول الکترودها و تدارکات,7,72
مسئول اماده سازی کارگاه برق روشنائی,7,74
مسئول امور بازدید و عیب یابی موتور و کمپرسور لکوموتیو,7,72
مسئول امور بنایی واتشکاری کوره,7,71
مسئول امور تاسیسات برقی و اعلام حریق,7,74
مسئول امور تعمیرات شاول ودریل,7,72
مسئول امور تعمیرات چرخ,7,72
مسئول امور جوشکاری و ترک یابی,7,72
مسئول امور راهسازی و ساختمان,7,71
مسئول امور نت تجهیزات الکترونیکی ناوگان خط,7,74
مسئول امور نت تجهیزات کارگاهی خط,7,72
مسئول امور نت سیستم های قدرت ناوگان خط,7,74
مسئول امور نت پست های خط,7,74
مسئول امور پوشش های ضد حریق,7,71
مسئول امورتهیه فراورده های بتونی,7,71
مسئول امورنقاشی,7,71
مسئول انفجار,7,71
مسئول انکربوت,7,71
مسئول اهنکاری وجوشکاری وریخته گری,7,72
مسئول اهنگری قطعه زنی,7,72
مسئول اهنگری ونمونه سازی,7,72
مسئول اهنگری ونوسازی,7,72
مسئول اکیپ پخش اسفالت,7,71
مسئول ایزولاسیون,7,71
مسئول بازدید استارت وشارژ باطری و تعویض گرم کننده هاو سرد کننده ها,7,72
مسئول بازرسی تونل,7,71
مسئول بازرسی سرویسهای تعمیراتی,7,72
مسئول بازسازی,7,71
مسئول بازسازی ترمز و تجهیزات پنوماتیکی,7,72
مسئول بازسازی قطعات بدنه وپلاستیک,7,72
مسئول بازسازی ونصب ماشین آلات و قطعات,7,72
مسئول بازسازی ژنراتورها,7,72
مسئول باطریسازی,7,72
مسئول بافت,7,75
مسئول بافندگی شالیباف,7,75
مسئول بخاری خدمات فنی,7,72
مسئول بخش آلومینیوم فلزی,7,72
مسئول بخش تعمیرات و نگهداری فوم,7,75
مسئول بخش رفوگری,7,75
مسئول بخش کارگاه نمونه سازی محصول,7,75
مسئول بخش گنبد,7,71
مسئول برش,7,75
مسئول برش آجر نسوز,7,71
مسئول برش اره نواری عمودی,7,75
مسئول برش قطعه زنی کمپ,7,75
مسئول برش مسئول تولیدفنی عمل آوری,7,75
مسئول برش ورق,7,72
مسئول برش کائوچو,7,75
مسئول برش یکطرفه,7,75
مسئول برشکاری شمش و اسلب,7,72
مسئول برق وبرقکارارشد,7,74
مسئول بنایی,7,71
مسئول بهسازی ذوب,7,72
مسئول بوندوبارل وصافکاری الومینیم,7,72
مسئول بیسکویت,7,75
مسئول تا سیسات ایجادی,7,71
مسئول تا سیسات تهویه مطبو ع,7,72
مسئول تابل,7,74
مسئول تاسیسات آب,7,71
مسئول تاسیسات اسکلت فلزی,7,72
مسئول تاسیسات برودتی,7,72
مسئول تاسیسات حرارتی گلوله زنی ومرکزآموزش تاسیسات ضروری,7,72
مسئول تاسیسات خنک کننده,7,72
مسئول تاسیسات ساحلی,7,71
مسئول تاسیسات سالن تولید,7,71
مسئول تاسیسات شن وماسه,7,72
مسئول تاسیسات عمومی وسوخت رسانی,7,72
مسئول تاسیسات لوله کشی و گازرسانی,7,71
مسئول تاسیسات مازوت خانه,7,72
مسئول تاسیسات مایان,7,71
مسئول تاسیسات منبع آب کارون,7,71
مسئول تاسیسات و اهنگری,7,72
مسئول تاسیسات و فیلتراسیون,7,72
مسئول تاسیسات ورزشی,7,71
مسئول تاسیسات وعمران,7,71
مسئول تاسیسات ونوساز,7,71
مسئول تجهیزات سالن رنگ,7,72
مسئول تجهیزونگهداری راهدارخانه,7,72
مسئول ترا شکاری و ابزار سازی,7,72
مسئول تراش غلتک,7,72
مسئول تراش پارچه متراژ خام,7,75
مسئول تراش چرخ لکوموتیو,7,72
مسئول تراشکاروتعمیرات خط تولید,7,72
مسئول تراشکاری وخط قطعات پمپ شناور,7,72
مسئول تراشکاری ونوسازی تراشکاری دریل کاری برش,7,72
مسئول ترمیم وباازسازی قالب,7,72
مسئول تریلرسازی,7,72
مسئول تزئینات,7,73
مسئول تزئینات نیمه سنگین,7,71
مسئول تشخیص معایب خودروها,7,72
مسئول تشخیص و کنترل تعمیرات,7,72
مسئول تعمیر بال و بدنه هواپیما,7,72
مسئول تعمیر فیکسچر و ابزار,7,72
مسئول تعمیر و اصلاح,7,72
مسئول تعمیر و نگهداری فاضلاب,7,71
مسئول تعمیر ونگهداری دیزل,7,72
مسئول تعمیر ونگهداری سیستمهای اعلام حریق و آتش نشان,7,74
مسئول تعمیر کارگره زنی,7,72
مسئول تعمیر کنتورهاو کنتاکتورهای برق,7,74
مسئول تعمیرات ed&pt و سیلروقیرپاشی,7,72
مسئول تعمیرات edptوسیلر و قیر پا شی,7,72
مسئول تعمیرات led,7,74
مسئول تعمیرات آسانسورها,7,74
مسئول تعمیرات ابزار آلات و آچا رهای بادی و برقی,7,74
مسئول تعمیرات ابزار دقیق ریورب بویلر و سنگ شکن,7,72
مسئول تعمیرات اتوکنر,7,72
مسئول تعمیرات اطفاء حریق f&g,7,74
مسئول تعمیرات الکترونیک آب شیرین کن,7,74
مسئول تعمیرات الکتریک برجهای اصلی و پمپهای آب,7,74
مسئول تعمیرات الکتریک بویلر کمکی دیزل ژنراتور,7,74
مسئول تعمیرات الکتریک تاسیسات شیمی و آبرسانی,7,74
مسئول تعمیرات الکتریک روشنائی تهویه وآسانسور,7,74
مسئول تعمیرات الکتریکی لکوموتیو تعویض و شارژ باتری,7,74
مسئول تعمیرات اکسترودر,7,72
مسئول تعمیرات ایزوتوپ,7,72
مسئول تعمیرات برج خنک کن و کولرهای کمکی,7,72
مسئول تعمیرات برق مولیبدن آبگیری کنسانتره و آهک,7,74
مسئول تعمیرات برق ومکانیک مجتمع آموزش,7,74
مسئول تعمیرات برقی لکوموتیو گرگان,7,74
مسئول تعمیرات بلت,7,72
مسئول تعمیرات بوبلر,7,72
مسئول تعمیرات بولدوزرها و غلتک,7,72
مسئول تعمیرات تجهیزات ثابت سیار و کرین ها,7,72
مسئول تعمیرات تحرک و حفاظتها مبدل و باطریها,7,74
مسئول تعمیرات ترمز,7,72
مسئول تعمیرات جیکس,7,72
مسئول تعمیرات خط رادیاتور پنل,7,72
مسئول تعمیرات خطاسیاب,7,72
مسئول تعمیرات خطو ط انتقال و با لا بر زمینی و هوایی,7,74
مسئول تعمیرات خفاظت تکنولوژی و سیگنالینگ,7,74
مسئول تعمیرات خمیرسازی,7,72
مسئول تعمیرات خوردها,7,72
مسئول تعمیرات درجه 2,7,72
مسئول تعمیرات دریل واگن وچکش,7,72
مسئول تعمیرات دمپرها و بتو نیرها,7,72
مسئول تعمیرات دپارتمان واحدتعمیرات سیار,7,72
مسئول تعمیرات رادیو,7,74
مسئول تعمیرات ساختمان ونقشه بردار,7,71
مسئول تعمیرات سالن بشکه سازی,7,72
مسئول تعمیرات سالن چوببری,7,75
مسئول تعمیرات سرویس نوارپیچی,7,72
مسئول تعمیرات سوپاپ و مخزن هوای لکوموتیو,7,72
مسئول تعمیرات سیستمهای اتوماسیون و شاتل,7,74
مسئول تعمیرات سیستمهای انتقال و ems,7,74
مسئول تعمیرات سیلندر,7,72
مسئول تعمیرات فشارقوی ژنراتورهاودستگاههای ال,7,74
مسئول تعمیرات فن ها وکوره ها,7,72
مسئول تعمیرات قوطیسازی بهشهرومارگارین,7,72
مسئول تعمیرات لاستیک گاراژ,7,72
مسئول تعمیرات لنترواره تیزکنی,7,72
مسئول تعمیرات لودرها و گریدرها,7,72
مسئول تعمیرات لوله و شیرآلات مسئول تعمیرات kv,7,74
مسئول تعمیرات لکوموتیو بدنه,7,72
مسئول تعمیرات ما شین آلات هید رو لیک وپنو ما تیک,7,72
مسئول تعمیرات ماشین آلات کارگاه مرکزی و شیرآلات و انبارهای ابزار,7,72
مسئول تعمیرات ماشین الات وابزارcng,7,72
مسئول تعمیرات مبلسازی,7,75
مسئول تعمیرات مدارهای الکترونیک تحریک اظطراری,7,74
مسئول تعمیرات موتور جرثقیل های ریلی و زنجیری و برف روبها,7,72
مسئول تعمیرات مکا نیک پرس,7,72
مسئول تعمیرات مکانیک تیکنرهای باطله,7,72
مسئول تعمیرات مکانیک دیزل وکمپرسورهاوتهویه مط,7,72
مسئول تعمیرات مکانیک سیستم روغن وتجهیزات وابست,7,72
مسئول تعمیرات مکانیک مسیر دود و هوا,7,72
مسئول تعمیرات مکانیک واحدهای آماده سازی خوراک و آروماتیک,7,72
مسئول تعمیرات مکانیک پمپهاوتصفیه خانه,7,72
مسئول تعمیرات مکانیک کارخانه اسید,7,72
مسئول تعمیرات مکانیکی ماشین الات صحافی رول,7,72
مسئول تعمیرات نازک ریسی,7,75
مسئول تعمیرات نخ تابی,7,75
مسئول تعمیرات نسوزکاری کوره کلسیناسیون,7,71
مسئول تعمیرات نقاله های فراگ و دستگاههای,7,72
مسئول تعمیرات نقشه ژاکارد,7,75
مسئول تعمیرات نقطه جوش,7,72
مسئول تعمیرات نگهداری و جرثقیلهای سقفی ریلهای متحرک سینی های دوار,7,72
مسئول تعمیرات هوا ساز ها وایرو اشر ها,7,72
مسئول تعمیرات و برقراری انشعاب,7,71
مسئول تعمیرات و تنظیم ابزار مخصوص و قلا بهای رنگ و مو نتاژ,7,72
مسئول تعمیرات و تنظیم فیکسچرها و تجهیزات پرس,7,72
مسئول تعمیرات و تنظیم فیکسچرهای بدنه,7,72
مسئول تعمیرات و تنظیم فیکسچرهای بدنه x100,7,72
مسئول تعمیرات و نوسازی قالب درجه 1,7,72
مسئول تعمیرات و نوسازی قالب درجه 3,7,72
مسئول تعمیرات و نگه داری داشبورد گروه پژو و,7,72
مسئول تعمیرات و نگهداری آسفالت,7,71
مسئول تعمیرات وآماده سازی رتوش,7,73
مسئول تعمیرات واحد اکسیژن و هیدروژن,7,72
مسئول تعمیرات ونصب تلفن,7,74
مسئول تعمیرات ونوسازی شبکه زهکشی,7,71
مسئول تعمیرات وهماهنگ کننده,7,72
مسئول تعمیرات پدال ایمنی و خودکار مغناطیسی,7,74
مسئول تعمیرات پمپ آب و سوخت,7,72
مسئول تعمیرات پمپ هاوسیستم سوخت رسانی,7,72
مسئول تعمیرات چله پیچی,7,75
مسئول تعمیرات کا بینها ی پاشش,7,72
مسئول تعمیرات کابین,7,72
مسئول تعمیرات کامیونها,7,72
مسئول تعمیرات کشش,7,72
مسئول تعمیرات کفش,7,75
مسئول تعمیرات کمپرسورجرثقیلها و لکوموتیوهای مانوری و برفروب,7,72
مسئول تعمیرات گازسوز نگهداری وتعمیرات خدمات فنی,7,72
مسئول تعمیرات گاورنر،انژکتورددکتور,7,72
مسئول تعمیرات گچ وسیمان واحدتعمیرات سیار,7,71
مسئول تعمیرات گیربکس,7,72
مسئول تعمیربرس وخشک کن,7,72
مسئول تعمیرترانس,7,74
مسئول تعمیرجعبه دنده,7,72
مسئول تعمیرخط وروباره,7,72
مسئول تعمیردستگاههای یخ ساز,7,72
مسئول تعمیرنگهداری کوره,7,72
مسئول تعمیروتعویض الکتروموتورها,7,74
مسئول تعمیرونگهداری,7,72
مسئول تعمیرونگهداری چاه ها,7,71
مسئول تعمیرگاه لکوموتیودیزل,7,72
مسئول تعمیرگاه کوره ذوب وماشین,7,72
مسئول تعمیرگاه گوشفیل,7,75
مسئول تغییرات نیوماتیک,7,72
مسئول تمعیرات مکانیکی خودروها,7,72
مسئول تمیرات پیشگیرانه الکترونیک,7,74
مسئول تمیرگاه مکانیک,7,72
مسئول تنظیم ابپاش بافندگی,7,75
مسئول تنظیم ونگهداری سودرونیک ها,7,74
مسئول تنظیمات چشم الکترونیک,7,74
مسئول تهیه آرماتور,7,71
مسئول تهیه بدنه ودکور,7,75
مسئول تهیه تخته,7,75
مسئول تهیه و ترمیم قطعات قطعات الکتریکی و تاسیسات,7,74
مسئول تهیه وترمیم قطعات,7,72
مسئول تودوزی,7,75
مسئول تولید آینه ورفلکس,7,73
مسئول تولید الکترود,7,72
مسئول تولید روکش زنی ملامینه,7,75
مسئول تولید فریم و رنگ,7,72
مسئول تولید فنی ودوباره سازی,7,72
مسئول تولید قوطی سازی,7,72
مسئول تولید نمدهای زرینه,7,73
مسئول تولید پرداخت,7,75
مسئول تولیدجلاهاوپوششهای چوب کارگرارشد,7,75
مسئول تولیددربهاوخط نهائی,7,71
مسئول تولیدونگهداری وتعمیرات هوای فشرده گندله سازی واحیاء,7,72
مسئول تولیدکارگاه ساخت ظروف,7,72
مسئول تون آپ اتومبیل,7,72
مسئول تیزکنی,7,72
مسئول تیغه برش,7,72
مسئول تینت,7,75
مسئول تینت یا رنگ سازی,7,75
مسئول جاده سازی,7,71
مسئول جریان ضعیف,7,74
مسئول جمع اوری و نگهداری قطعات هواپیما,7,72
مسئول جوش و بازرسی محصول,7,72
مسئول جوشکاری بدنه ابگرمکن,7,72
مسئول جوشکاری تونل,7,72
مسئول جوشکاری سی او دو تولید,7,72
مسئول جوشکاری ونوسازی,7,72
مسئول جوشکاری کاربیت وبرق وریخته گری وتاسیسات و,7,72
مسئول جوشکاری کولر,7,72
مسئول حروفچینی,7,73
مسئول حفاری,7,71
مسئول حفاری و انفجار معادن جنبی,7,71
مسئول حلب سازی وورقکاری,7,72
مسئول حلبی سازی,7,72
مسئول حوضچه های پخت و لایه بری ـ چوب سازی,7,75
مسئول حوضچه پخت ولایه بری,7,75
مسئول خارزنی وتراش,7,72
مسئول خدمات جنبی کارگاههای جنبی وجرثقیل برق,7,74
مسئول خدمات شستشوی شیمیایی رنگ آمیزی بلاستینگ و عایقکاری,7,71
مسئول خدمات فنی داشبورد گروه سمند و ال,7,72
مسئول خدمات و روشنائی و تلفن,7,74
مسئول خدمات وتوزیع ترانس توزیع,7,74
مسئول خطبرشکاری,7,72
مسئول خطتراش پیستون,7,72
مسئول خطدرزجوش بشکه,7,72
مسئول خطدیزلی تراش,7,72
مسئول خطوط و شبکه برق فشار قوی,7,74
مسئول خمکاری,7,72
مسئول خوردایش بت,7,71
مسئول خیاطخانه,7,75
مسئول خیاطی,7,75
مسئول دان خورسازی,7,75
مسئول دایکات,7,73
مسئول دایکست تزریق آلومینیوم و پرسکاری,7,72
مسئول درجه 1 کارگاه رنگ کاری و گالوانیزاسیون,7,72
مسئول درجه 1 کارگاه مونتاژ,7,72
مسئول درجه 2 کارگاه رنگ کاری و گالوانیزاسیون,7,72
مسئول درجه 2 کارگاه ماسین کاری سنگین دو,7,72
مسئول درجه 2 کارگاه مونتاژ,7,72
مسئول درجه بندی و بسته بندی فرش,7,75
مسئول درجه کارگاه فرز,7,72
مسئول درجه یک کارگاه ماشینکاری,7,72
مسئول دریلکاری,7,72
مسئول دفتر تعمیرات کامپوننت,7,74
مسئول دوالفرم,7,72
مسئول دوبلاژپارچه,7,75
مسئول دوخت و برش,7,75
مسئول دورنعلکنی,7,72
مسئول دوزندگی ورادیاتورواگزوزسازی,7,72
مسئول دکل و آنتن,7,74
مسئول دکوراتیو,7,73
مسئول دیزل,7,72
مسئول دیزل وباطری خانه,7,74
bzsمسئول خط کیک شوئی,8,81
cnc اپراتور برش,8,81
cncاپراتور,8,81
cngکار,8,81
cpp اپراتور تصفیه خانه و,8,81
cut off اپراتور,8,81
edje miller اپراتور,8,81
edje trimmer اپراتور,8,81
final اپراتور,8,81
hfاپراتور,8,81
laser اپراتور نگهداری,8,81
marker اپراتور,8,81
mdf`اپراتورفیبرروکش,8,81
mek اپراتور واحد,8,81
opm اپراتور مکنده و تعمیر و نگهداری,8,81
rayاپراتور,8,81
rework اپراتور,8,81
sample cutاپراتور,8,81
sbfاپراتور دستگاه,8,81
woma راننده واپراتور,8,83
آب فاضلاب کارگراپراتورتصفیه آب,8,81
آب گیر سانتریفوژ چرم سازی دستی,8,81
آبمیوه گیر,8,81
آبنبات ریز,8,81
آترکار,8,81
آتش انداز,8,81
آتش کار دیگ های بخار,8,81
آتش کار معدن,8,81
آجیل پز,8,81
آردبرنج کوب,8,81
آردگیر,8,81
آرماتور بند خط تولید,8,82
آسانسورچی,8,81
آسیاب سیمان کوره,8,81
آسیاب ضایعات خمیر,8,81
آسیاب ضایعات پلاستیک,8,81
آسیاب چوب,8,81
آسیاب کار خرد کن کولر,8,81
آسیاب کن ونایلون خرده,8,81
آسیابان با دستگاه,8,81
آسیابکارپلاستیک سازی,8,81
آغشته ساز,8,81
آماده ساز,8,81
آماده ساز آماده ساز تختال و تعمیرات,8,81
آماده ساز بدنه مشعل مشعل کار,8,81
آماده ساز تجهیزات قدرت,8,81
آماده ساز تعمیرات کوره های قوس الکتریکی,8,81
آماده ساز تولید عملیات ثانویه,8,81
آماده ساز تولید فولاد,8,81
آماده ساز جرثقیلهای سقفی نورد سرد,8,83
آماده ساز خدمات فنی و پشتیبانی نورد سرد,8,81
آماده ساز خط اسید شویی,8,81
آماده ساز خط باکس آنیلینگ و بازپخت الکترولیتی,8,81
آماده ساز خط باکس آنیلینگو بازپخت هیدروژنی,8,81
آماده ساز خطوط نهایی,8,81
آماده ساز خطوط نورد,8,81
آماده ساز عملیات ثانویه,8,81
آماده ساز قطعه مشعل کار,8,81
آماده ساز قلع اندود،برش،بسته بندی و ارسال,8,81
آماده ساز ماشینهای دوار و عمومی نواحی,8,81
آماده ساز مرکز تعمیرات نسوز,8,81
آماده ساز مواد چاک و لاک,8,81
آماده ساز نسوز سایر نواحی,8,81
آماده ساز نمونه,8,81
آماده ساز نورد دو قفسه ای,8,81
آماده ساز و بسته بند انواع شور و ترشی,8,81
آماده ساز و بسته بند فرآورده های کنجد نظیر ارده حلوا ارده و سایر محصولات سنتی,8,81
آماده ساز و راننده لیفتراک انبار مواد و محصول و ضایعات bopet cpp,8,83
آماده ساز واحد کارگاه تکمیل و ارسال,8,81
آماده ساز کارگاه غلطک,8,81
آماده سازتعمیرات عملیات ثانویه,8,81
آماده سازنمومه روزکار,8,81
آماده سازواحد تعمیرات نواحی,8,81
آماده سازی لانس تعمیرات پیشگیری کوره های قوس الکتریکی,8,81
آماده کننده بریکرولایه,8,81
آماده کننده بریکرولایه درجه 1,8,81
آماده کننده بریکرولایه درجه 2,8,81
آماده کننده دوده وروغن درجه 1,8,81
آماده کننده دوده وروغن درجه 2,8,81
آماده کننده رولهای بایس ماشین,8,81
آماده کننده رولهای سیم بیددرجه,8,81
آماده کننده پارچه جلودستگاه استنتر,8,81
آماده کننده پارچه چاپ رنگی,8,81
آماده کننده کابل بالابر,8,81
آموزش و اپراتور نورد سرد,8,81
آموزگار لکوموتیوران,8,23
آمپول ساز,8,81
آندشکن احیاء,8,81
آهن کشی ماشین,8,81
آهک پز,8,81
آپاراتچی سینما,8,81
آپارتچی سینما امورشهر,8,81
ابراتورخط لوله,8,81
ابرسانی وکمپرسورخانه,8,81
ابزاردقیق که باواحدهای پلیمروریسندگی سالنهای,8,74
ابلاغ راننده دامپر,8,83
ابنبات ریزی,8,81
ابگیردرجه,8,81
ابگیرمافس,8,81
ابگیرهای بوبین وکلاف هیدروفیل,8,81
ابگیروخشک کن ماف,8,81
اتاق ژنراتور,8,81
اتاق کنترل کارخانه,8,81
اتنظیم کننده و اپراتورهای دستگاه برش شیشه,8,81
اتوبوسران,8,83
اتوزن,8,81
اتومات,8,81
اتومات هرینگ,8,81
اتوکز,8,81
اتوکزوشانه زنی,8,81
اتوکلاو,8,81
اتوکلاو ریسندگی,8,81
اتوکلاو کار پخت لاستیک,8,81
اتوکلاوطلقی,8,81
اتوکلاووبسته بند,8,81
اتوکلاوکارارشدرنگرزی,8,81
اتوکلاوکاررنگرزی,8,81
اتوکنر,8,81
اتوکنر ریسندگی,8,81
اتوکنز,8,81
اتوکونر کن وایندور,8,81
اتیک زن درجه 1,8,81
اتیک زن درجه 2,8,81
اتیکت زن,8,81
اتیکت زن متراژ بسته بندی,8,81
اتیکت پرکن,8,81
اج زن,8,81
اجر چین نوار تولید,8,93
اجرپزی اجربارکن داخل کوره,8,93
اجزاء واتومات,8,81
اجزاء واپراتورهرینگ,8,81
اجزاء وچوب پارافین,8,93
اجزاهرینگ,8,82
اخال پرسکار,8,81
اختلاط گندم,8,81
اداره امور ناوگان اداره کل راه اهن تهران لکوموتیوران گرمسار,8,83
اداره کردن خط ریل استخراج,8,83
ارابه چی,8,83
ارابه چی مقدمات ماسوره,8,83
ارابه چی یاحمل پارچه سالن,8,83
ارابه کش,8,93
ارابه کش بافندگی,8,93
ارابه کش متراژ,8,93
اردگیروسبوس گیر,8,81
اردگیری,8,81
ارشد اتاق کنترول,8,81
ارشد توزین,8,81
ارشد تولید آسیاب خلال,8,13
ارشد تولید دیفوزیون,8,13
ارشد تولید سانتریفوژ,8,13
ارشد تولید طباخی,8,81
ارشد تولید قندگیری از ملاس,8,81
ارشد خط آمپول قرص قطره و پماد,8,81
ارشد خط شربت,8,81
ارشد خط قرص,8,81
ارشد خط لاک,8,81
ارشد خط مونتاژ,8,82
ارشد خط پماد و قطره,8,81
ارشد ساخت شربت و پماد,8,81
ارشد سنگ شکن,8,81
ارشد شیفت چولانی,8,81
ارشد فرم دهی قرص,8,81
ارشد فنی تخلیه چغندر,8,81
ارشد فنی تفاله خشک کن,8,81
ارشد فنی ماشین آلات سنگین جرثقیل,8,83
ارشد فنی کوره بخار,8,81
ارشد مونتاژ قوطی گرد,8,82
ارشد پخت ویفر,8,81
ارشد پرسهای تک ضربه,8,81
ارشد پرسهای قدیم,8,81
ارشد کارگا ه مونتاژ پیکان,8,82
ارشدبسته بندی صابون,8,81
ارشدخط اتوماتیک,8,81
ارشدخط امپول وقطره,8,81
ارشدخط مونتاژ بادیمیکر,8,82
ارشدخط کاکائووپودرشکر,8,81
ارشدخطکیلوئی,8,81
ارشدفرم دهی ادامس دراژه,8,81
ارشدفرمدهی آدامس,8,81
ارشدقرص جوشان,8,81
ارشدقرص جوشان ومسئول هماهنگی ساخت دارو,8,81
ارشدماشین های تزریقی دیامات وتولیدکیسه,8,81
ارشدومتصدی دراژه پفک,8,81
ارشدپرس,8,81
ارشدپرسکار,8,81
ارشدکارگا ه مونتاژپژو,8,82
ارشدکارگا ه پرس ورولینگ,8,81
ارشدگرانول سازی,8,81
اره عوض کن,8,81
اره کارتن باخ,8,81
ارگر فنی مونتاژ چسب دو لبه کاغذ,8,82
ارگربسته بندی وسفیدگری حوله,8,81
ازرومقدمات ریسندگی,8,81
ازمایش به واحد ترانسپورت,8,81
ازمایش بکیونیت تقه زنی وازمایش,8,81
ازمایش حلب قوطی سازی,8,81
ازمایش لوله تراش مانشون,8,81
ازمایش کننده سختی وفشارقطعه,8,81
ازمایشگر سیلندر,8,81
ازمونگرو کارگر ازمایشگاه الکتروپمپ,8,81
استاد ماشین اپن اندریسندگی,8,81
استاد ماشین چاپ,8,81
استاد نیروگاه,8,81
استاد کار دستگاههای زبرا,8,81
استاد کار دستگاههای گلدوزی,8,81
استاد کار ظروف پر کنی,8,81
استاد کار لیفتراک سنگین,8,83
استاد کار مونتاژ گیربکس تیبا,8,82
استاد کارمراقب دستگاه لوله سازی,8,81
استاد کارمونتاژلباسشویی,8,82
استادبهره برداری,8,81
استادتولیدگاز,8,81
استادماشین آهار,8,81
استادماشین الیاف رنگ کنی,8,81
استادماشین بخارفیکسه بزرگ,8,81
استادماشین بوبین رنگ کنی رنگرزی,8,81
استادماشین خشک کن سیلندرتکمیل,8,81
استادماشین رنگرزی کولروپلات,8,81
استادماشین فیکسه آذربایجانی,8,81
استادماشین پرزسوزی,8,81
استادماشین کالندر تکمیل,8,81
استادماشین کالندز,8,81
استادماشین کندانسه,8,81
استادماشینغلطک پیچی,8,81
استادکار اپراتورقیچی درجه 1,8,81
استادکار بریکر,8,81
استادکار بریکر راننده نقلیه سنگین,8,83
استادکار بهره برداری صنعتی و شیمیایی,8,81
استادکارترانزپورتربالابروماشینهای درو,8,83
استادکارماشین های قندحبه,8,81
استادکارماشین وکیوم پلاستیک سازی,8,81
استادکارماشینهای بافنده اهاروبافندگی,8,81
استادکارماشینهای کلاف ریسندگی,8,81
استادکارمانور,8,83
استادکارمانوراتفاقات,8,83
استادکارمانورفشارمتوسطوضعیف,8,81
استادکارمراقب دستگاه ظروفسازی,8,81
استادکارمیکسر,8,81
استارتر معدن,8,83
استامپ زن دستی باماشین,8,81
استخراج,8,83
استخراج تونل,8,83
استخراج ذغالسنگ,8,83
استخراج سنگ معدن تزیینی,8,83
استخراج معدن,8,83
استخراج پیشروی,8,83
استخراجگر,8,83
استخوان پودر کن,8,81
استراکسیون,8,83
استرپاش,8,81
استرپرچین,8,81
استرچ,8,81
استرکش,8,81
استرکش تزریق زنجیری,8,81
استرکش چکمه,8,81
استریت,8,81
استریت القایی,8,81
استرینرمن,8,81
استریچر,8,81
استنتر,8,81
استنتر دیگ بخار,8,81
استنتر فنیش,8,81
استنترکارگروسرکارگررنگریزی,8,81
استوپرنبد,8,81
استویپر,8,81
استیک زن,8,81
اسفالت پز,8,81
اسفنج خردکن,8,81
اسلاید گیت بند,8,81
اسلیترسبک وسنگین,8,81
اسلیترمن,8,81
اسلیم دریل سونداژچی,8,83
اسلینگر,8,83
اسلینگرانبارمحصولات,8,83
اسلینگرانبارموادخام,8,83
اسلینگرانبارکلاف,8,83
